id_text	designation	provenience	museum_no	excavation_no	accession_no	primary_publication	publication_history	genre	subgenre	period
P000113	CDLI Lexical 000023, ex. 033	Uruk (mod. Warka)	VAT 17641	W 15895,bs		CDLI Lexical 000023, ex. 033	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 058, W 15895,bs	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000114	CDLI Lexical 000030, ex. 026	Uruk (mod. Warka)	VAT 17638	W 15895,bt		CDLI Lexical 000030, ex. 026	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 049, W 15895,bt	Lexical	Archaic Tribute (witness)	Uruk III
P000115	CDLI Lexical 000002, ex. 059	Uruk (mod. Warka)	VAT 17683	W 15895,bu		CDLI Lexical 000002, ex. 059	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 011, W 15895,bu	Lexical	Archaic Lu2 A (witness)	Uruk III
P000116	CDLI Lexical 000007, ex. 001	Uruk (mod. Warka)	VAT 16969 + VAT 17655	W 15895,bv + ?		CDLI Lexical 000007, ex. 001	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 025, W 15895,bv+	Lexical	Archaic Officials (witness)	Uruk III
P000117	CDLI Lexical 000023, ex. 039	Uruk (mod. Warka)	VAT 16805	W 15895,bw		CDLI Lexical 000023, ex. 039	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 059, W 15895,bw	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000118	CDLI Lexical Archaic Unidentified, ex. 022	Uruk (mod. Warka)	VAT 17660	W 15897,a04 + c28		CDLI Lexical Archaic Unidentified, ex. 022	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 086, W 15897,a4 + c28	Lexical	Archaic Unidentified (witness)	Uruk III
P000120	CDLI Lexical 000023, ex. 034	Uruk (mod. Warka)	IM 023452,3	W 15919,c		CDLI Lexical 000023, ex. 034	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 058, W 15919,c	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000121	CDLI Lexical Archaic Unidentified, ex. 024	Uruk (mod. Warka)	VAT 16731	W 15920,a4		CDLI Lexical Archaic Unidentified, ex. 024	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 087, W 15920,a4	Lexical	Archaic Unidentified (witness)	Uruk IV
P000122	CDLI Lexical 000023, ex. 040	Uruk (mod. Warka)	IM 023439,11	W 15920,b6		CDLI Lexical 000023, ex. 040	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 059, W 15920,b6	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000123	CDLI Lexical 000002, ex. 118	Uruk (mod. Warka)	IM 023455,1	W 15957,a		CDLI Lexical 000002, ex. 118	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 017, W 15957,a	Lexical	Archaic Lu2 A (witness)	Uruk III
P000124	CDLI Lexical Archaic Unidentified, ex. 023	Uruk (mod. Warka)	IM 023448,2	W 15957,c		CDLI Lexical Archaic Unidentified, ex. 023	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 086, W 15957,c	Lexical	Archaic Unidentified (witness)	Uruk III
P000125	CDLI Lexical 000030, ex. 019	Uruk (mod. Warka)	IM 023448,4	W 15957,e		CDLI Lexical 000030, ex. 019	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 048, W 15957,e	Lexical	Archaic Tribute (witness)	Uruk III
P000126	CDLI Lexical Archaic Unidentified, ex. 025	Uruk (mod. Warka)	IM 023448,5	W 15957,f		CDLI Lexical Archaic Unidentified, ex. 025	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 087, W 15957,f	Lexical	Archaic Unidentified (witness)	Uruk III
P000127	CDLI Lexical 000002, ex. 093	Uruk (mod. Warka)	IM 023455,4	W 15958,b		CDLI Lexical 000002, ex. 093	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 014, W 15958,b; Green, Margaret W., VL 15 (1981) 355	Lexical	Archaic Lu2 A (witness)	Uruk III
P000128	CDLI Lexical 000007, ex. 012	Uruk (mod. Warka)	IM 023455,3	W 15958,c		CDLI Lexical 000007, ex. 012	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 027, W 15958,c	Lexical	Archaic Officials (witness)	Uruk III
P000129	CDLI Lexical 000002, ex. 060	Uruk (mod. Warka)	IM 023448,6	W 15958,d + W 15958,e		CDLI Lexical 000002, ex. 060	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 011, W 15958,d+	Lexical	Archaic Lu2 A (witness)	Uruk III
P000131	CDLI Lexical 000026, ex. 045	Uruk (mod. Warka)	IM —	W 16621,a		CDLI Lexical 000026, ex. 045	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 074, W 16621,a	Lexical	Archaic Metal (witness)	Uruk IV
P000132	CDLI Lexical Archaic Unidentified, ex. 026	Uruk (mod. Warka)	VAT 21312	W 16728,1		CDLI Lexical Archaic Unidentified, ex. 026	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 087, W 16728,1	Lexical	Archaic Unidentified (witness)	Uruk III
P000133	CDLI Lexical 000011, ex. 009	Uruk (mod. Warka)	VAT 21313	W 16728,2		CDLI Lexical 000011, ex. 009	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 029, W 16728,2	Lexical	Archaic Animals (witness)	Uruk III
P000134	CDLI Lexical 000023, ex. 067	Uruk (mod. Warka)	VAT 21314	W 16728,3		CDLI Lexical 000023, ex. 067	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 063, W 16728,3	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000135	CDLI Lexical Archaic Unidentified, ex. 028	Uruk (mod. Warka)	VAT 21315	W 16728,4		CDLI Lexical Archaic Unidentified, ex. 028	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 087, W 16728,4	Lexical	Archaic Unidentified (witness)	Uruk III
P000136	CDLI Lexical Archaic Unidentified, ex. 029	Uruk (mod. Warka)	VAT 21316	W 16728,5		CDLI Lexical Archaic Unidentified, ex. 029	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 087, W 16728,5	Lexical	Archaic Unidentified (witness)	Uruk III
P000137	CDLI Lexical Archaic Unidentified, ex. 030	Uruk (mod. Warka)	VAT 21317	W 16728,6		CDLI Lexical Archaic Unidentified, ex. 030	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 087, W 16728,6	Lexical	Archaic Unidentified (witness)	Uruk III
P000138	CDLI Lexical 000023, ex. 087	Uruk (mod. Warka)	VAT 21318	W 16728,7		CDLI Lexical 000023, ex. 087	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 065, W 16728,7	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000139	CDLI Lexical 000028, ex. 03	Uruk (mod. Warka)	VAT 21319	W 16728,8		CDLI Lexical 000028, ex. 03	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 075, W 16728,8, 	Lexical	Archaic Grain (witness)	Uruk III
P000140	CDLI Lexical 000002, ex. 161	Uruk (mod. Warka)	VAT 21320	W 16728,9		CDLI Lexical 000002, ex. 161	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 022, W 16728,9	Lexical	Archaic Lu2 A (witness)	Uruk III
P000141	CDLI Lexical Archaic Unidentified, ex. 027	Uruk (mod. Warka)	VAT 21321	W 16728,10		CDLI Lexical Archaic Unidentified, ex. 027	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 087, W 16728,10	Lexical	Archaic Unidentified (witness)	Uruk III
P000142	CDLI Lexical 000011, ex. 010	Uruk (mod. Warka)	IM —	W 16918,a		CDLI Lexical 000011, ex. 010	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 029, W 16918,a	Lexical	Archaic Animals (witness)	Uruk III
P000143	CDLI Lexical 000026, ex. 002	Uruk (mod. Warka)	IM —	W 16918,b		CDLI Lexical 000026, ex. 002	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 068, W 16918,b	Lexical	Archaic Metal (witness)	Uruk III
P000144	CDLI Lexical Archaic Unidentified, ex. 031	Uruk (mod. Warka)	IM —	W 16918,c		CDLI Lexical Archaic Unidentified, ex. 031	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 088, W 16918,c	Lexical	Archaic Unidentified (witness)	Uruk III
P000145	CDLI Lexical 000023, ex. 011	Uruk (mod. Warka)	IM —	W 16918,d		CDLI Lexical 000023, ex. 011	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 055, W 16918,d	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000146	CDLI Lexical 000011, ex. 017	Uruk (mod. Warka)	IM —	W 16918,e		CDLI Lexical 000011, ex. 017	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 030, W 16918,e	Lexical	Archaic Animals (witness)	Uruk III
P000147	CDLI Lexical 000002, ex. 108	Uruk (mod. Warka)	IM —	W 16918,f		CDLI Lexical 000002, ex. 108	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 016, W 16918,f	Lexical	Archaic Lu2 A (witness)	Uruk III
P000148	CDLI Lexical Archaic Unidentified, ex. 032	Uruk (mod. Warka)	IM —	W 16918,g		CDLI Lexical Archaic Unidentified, ex. 032	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 088, W 16918,g	Lexical	Archaic Unidentified (witness)	Uruk III
P000149	CDLI Lexical Archaic Unidentified, ex. 033	Uruk (mod. Warka)	IM —	W 16918,h		CDLI Lexical Archaic Unidentified, ex. 033	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 088, W 16918,h	Lexical	Archaic Unidentified (witness)	Uruk III
P000150	CDLI Lexical Archaic Unidentified, ex. 034	Uruk (mod. Warka)	IM —	W 16918,i		CDLI Lexical Archaic Unidentified, ex. 034	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 088, W 16918,i	Lexical	Archaic Unidentified (witness)	Uruk III
P000151	CDLI Lexical Archaic Unidentified, ex. 035	Uruk (mod. Warka)	IM —	W 16918,k		CDLI Lexical Archaic Unidentified, ex. 035	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 088, W 16918,k	Lexical	Archaic Unidentified (witness)	Uruk III
P000152	CDLI Lexical 000002, ex. 100	Uruk (mod. Warka)	IM —	W 16918,l		CDLI Lexical 000002, ex. 100	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 015, W 16918,l	Lexical	Archaic Lu2 A (witness)	Uruk III
P000153	CDLI Lexical 000023, ex. 027	Uruk (mod. Warka)	VA — ?	W 17859,a		CDLI Lexical 000023, ex. 027	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 057, W 17859,a	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000154	CDLI Lexical 000023, ex. 064	Uruk (mod. Warka)	IM —	W 17902,a		CDLI Lexical 000023, ex. 064	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 062, W 17902,a	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000155	CDLI Lexical 000026, ex. 019	Uruk (mod. Warka)	IM 046063	W 17902,b		CDLI Lexical 000026, ex. 019	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 071, W 17902,b	Lexical	Archaic Metal (witness)	Uruk III
P000156	CDLI Lexical 000013, ex. 014	Uruk (mod. Warka)	IM —	W 17902,d		CDLI Lexical 000013, ex. 014	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 033, W 17902,d	Lexical	Archaic Fish (witness)	Uruk III
P000157	CDLI Lexical 000023, ex. 046	Uruk (mod. Warka)	IM 046065	W 17902,f		CDLI Lexical 000023, ex. 046	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 060, W 17902,f	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000158	CDLI Lexical 000002, ex. 126	Uruk (mod. Warka)	IM 046067	W 17902,h		CDLI Lexical 000002, ex. 126	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 018, W 17902,h	Lexical	Archaic Lu2 A (witness)	Uruk III
P000159	CDLI Lexical 000002, ex. 025	Uruk (mod. Warka)	VAT 17879	W 17902,i		CDLI Lexical 000002, ex. 025	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 005, W 17902,i	Lexical	Archaic Lu2 A (witness)	Uruk III
P000160	CDLI Lexical 000034, ex. 007	Uruk (mod. Warka)	IM 046066	W 17902,m		CDLI Lexical 000034, ex. 007	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 077, W 17902,m	Lexical	Archaic Cities (witness)	Uruk III
P000161	CDLI Lexical 000002, ex. 002	Uruk (mod. Warka)	VAT 17867	W 17942		CDLI Lexical 000002, ex. 002	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 001, W 17942	Lexical	Archaic Lu2 A (witness)	Uruk III
P000162	CDLI Lexical 000022, ex. 016	Uruk (mod. Warka)	VAT 17880	W 17950,f		CDLI Lexical 000022, ex. 016	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 041, W 17950,f	Lexical	Archaic Wood (witness)	Uruk III
P000163	CDLI Lexical 000002, ex. 003	Uruk (mod. Warka)	IM 045942	W 17950,g		CDLI Lexical 000002, ex. 003	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 001, W 17950,g	Lexical	Archaic Lu2 A (witness)	Uruk III
P000164	CDLI Lexical 000002, ex. 101	Uruk (mod. Warka)	IM —	W 19296		CDLI Lexical 000002, ex. 101	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 015, W 19296; van Dijk, UVB 16, Tf. 33g	Lexical	Archaic Lu2 A (witness)	Uruk III
P000165	CDLI Lexical 000002, ex. 109	Uruk (mod. Warka)	IM 133629	W 19362,a		CDLI Lexical 000002, ex. 109	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 016, W 19362,a	Lexical	Archaic Lu2 A (witness)	Uruk III
P000166	CDLI Lexical 000002, ex. 175	Uruk (mod. Warka)	HD: W 19412,8	W 19412,08		CDLI Lexical 000002, ex. 175	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 18, W 19412,8	Lexical	Archaic Lu2 A (witness)	Uruk III
P000167	ATU 3, pl. 080, W 19548,a+	Uruk (mod. Warka)	IM 064837	W 19548,a + W 19548,b		ATU 3, pl. 080, W 19548,a+		Lexical	Archaic Vocabulary (witness)	Uruk III
P000169	CDLI Lexical 000023, ex. 028	Uruk (mod. Warka)	IM 133375	W 19640,a		CDLI Lexical 000023, ex. 028	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 057, W 19640,a	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000170	CDLI Lexical 000002, ex. 004	Uruk (mod. Warka)	IM 133705	W 19666,f		CDLI Lexical 000002, ex. 004	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 001, W 19666,f	Lexical	Archaic Lu2 A (witness)	Uruk III
P000171	CDLI Lexical 000026, ex. 037	Uruk (mod. Warka)	HD: W 19667,e	W 19667,e		CDLI Lexical 000026, ex. 037	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 073, W 19667,e	Lexical	Archaic Metal (witness)	Uruk III
P000172	CDLI Lexical Archaic Unidentified, ex. 037	Uruk (mod. Warka)	IM 133711	W 19668,c		CDLI Lexical Archaic Unidentified, ex. 037	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 088, W 19668,c	Lexical	Archaic Unidentified (witness)	Uruk III
P000173	CDLI Lexical 000023, ex. 041	Uruk (mod. Warka)	HD: W 19724	W 19724		CDLI Lexical 000023, ex. 041	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 059, W 19724	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000174	CDLI Lexical 000002, ex. 094	Uruk (mod. Warka)	HD: W 19726,b	W 19726,b		CDLI Lexical 000002, ex. 094	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 014, W 19726,b	Lexical	Archaic Lu2 A (witness)	Uruk III
P000175	CDLI Lexical 000013, ex. 009	Uruk (mod. Warka)	HD: W 19726,c	W 19726,c		CDLI Lexical 000013, ex. 009	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 032, W 19726,c	Lexical	Archaic Fish (witness)	Uruk III
P000176	CDLI Lexical Archaic Unidentified, ex. 038	Uruk (mod. Warka)	IM 133733	W 19771,b		CDLI Lexical Archaic Unidentified, ex. 038	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 088, W 19771,b	Lexical	Archaic Unidentified (witness)	Uruk III
P000177	CDLI Lexical 000023, ex. 088	Uruk (mod. Warka)	IM 133734	W 19771,c		CDLI Lexical 000023, ex. 088	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 065, W 19771,c	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000178	CDLI Lexical Archaic Unidentified, ex. 039	Uruk (mod. Warka)	IM 133735	W 19771,d		CDLI Lexical Archaic Unidentified, ex. 039	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 088, W 19771,d	Lexical	Archaic Unidentified (witness)	Uruk III
P000179	CDLI Lexical 000002, ex. 020	Uruk (mod. Warka)	IM —	W 19771,e		CDLI Lexical 000002, ex. 020	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 004, W 19771,e	Lexical	Archaic Lu2 A (witness)	Uruk III
P000180	CDLI Lexical 000007, ex. 009	Uruk (mod. Warka)	IM 133736	W 19771,f		CDLI Lexical 000007, ex. 009	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 026, W 19771,f	Lexical	Archaic Officials (witness)	Uruk III
P000181	CDLI Lexical 0000archun36, ex. 001	Uruk (mod. Warka)	HD: W 19771,g+	W 19771,g +W 19771,l		CDLI Lexical 0000archun36, ex. 001	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 089, W 19771,g+	Lexical	Archaic Unidentified 36 (witness)	Uruk III
P000182	CDLI Lexical 000007, ex. 002	Uruk (mod. Warka)	HD: W 19771,h	W 19771,h		CDLI Lexical 000007, ex. 002	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 025, W 19771,h	Lexical	Archaic Officials (witness)	Uruk III
P000183	CDLI Lexical 000023, ex. 003	Uruk (mod. Warka)	HD: W 19771,i	W 19771,i		CDLI Lexical 000023, ex. 003	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 054, W 19771,i	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000184	CDLI Lexical 000002, ex. 033	Uruk (mod. Warka)	HD: W 19771,j+	W 19771,j + W 19771,k		CDLI Lexical 000002, ex. 033	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 006, W 19771,j+	Lexical	Archaic Lu2 A (witness)	Uruk III
P000187	CDLI Lexical 000022, ex. 002	Uruk (mod. Warka)	HD: W 19771,m+	W 19771,m + W 19772,j		CDLI Lexical 000022, ex. 002	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 037, W 19771,m+	Lexical	Archaic Wood (witness)	Uruk III
P000188	CDLI Lexical 000007, ex. 003	Uruk (mod. Warka)	IM 133750	W 19771,n		CDLI Lexical 000007, ex. 003	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 025, W 19771,n	Lexical	Archaic Officials (witness)	Uruk III
P000189	CDLI Lexical Archaic Unidentified, ex. 040	Uruk (mod. Warka)	IM 133737	W 19771,o		CDLI Lexical Archaic Unidentified, ex. 040	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 089, W 19771,o	Lexical	Archaic Unidentified (witness)	Uruk III
P000190	CDLI Lexical Archaic Unidentified, ex. 041	Uruk (mod. Warka)	IM —	W 19771,p		CDLI Lexical Archaic Unidentified, ex. 041	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 089, W 19771,p	Lexical	Archaic Unidentified (witness)	Uruk III
P000191	CDLI Lexical Archaic Unidentified, ex. 042	Uruk (mod. Warka)	IM 133739	W 19772,c		CDLI Lexical Archaic Unidentified, ex. 042	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 089, W 19772,c	Lexical	Archaic Unidentified (witness)	Uruk III
P000193	CDLI Lexical 000011, ex. 001	Uruk (mod. Warka)	IM 133747	W 19780		CDLI Lexical 000011, ex. 001	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 028, W 19780	Lexical	Archaic Animals (witness)	Uruk III
P000194	CDLI Lexical 000023, ex. 020	Uruk (mod. Warka)	IM 133749	W 19785,b		CDLI Lexical 000023, ex. 020	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 056, W 19785,b	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000195	ATU 3, pl. 083, W 19948,8	Uruk (mod. Warka)	IM 064924	W 19948,08		ATU 3, pl. 083, W 19948,8		Lexical	witness Archaic Practice	Uruk III
P000196	ATU 3, pl. 083, W 19948,9	Uruk (mod. Warka)	IM 064925	W 19948,09		ATU 3, pl. 083, W 19948,9		Lexical	witness Archaic Practice	Uruk III
P000197	ATU 3, pl. 083, W 19948,10	Uruk (mod. Warka)	IM 064926	W 19948,10		ATU 3, pl. 083, W 19948,10		Lexical	witness Archaic Practice	Uruk III
P000198	CDLI Lexical 000022, ex. 017	Uruk (mod. Warka)	IM 133678	W 19948,20		CDLI Lexical 000022, ex. 017	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 041, W 19948,20	Lexical	Archaic Wood (witness)	Uruk III
P000199	CDLI Lexical 000011, ex. 011	Uruk (mod. Warka)	HD: W 19948,22	W 19948,22		CDLI Lexical 000011, ex. 011	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 029, W 19948,22	Lexical	Archaic Animals (witness)	Uruk III
P000200	CDLI Lexical 000028, ex. 04	Uruk (mod. Warka)	HD: W 19948,23	W 19948,23		CDLI Lexical 000028, ex. 04	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 075, W 19948,23, 	Lexical	Archaic Grain (witness)	Uruk III
P000201	CDLI Lexical 000265, ex. 003	Uruk (mod. Warka)	HD: W 19948,24+	W 19948,24 + W 19948,36		CDLI Lexical 000265, ex. 003	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 078, W 19948,24+	Lexical	Archaic Geography (witness)	Uruk III
P000202	CDLI Lexical 000023, ex. 054	Uruk (mod. Warka)	HD: W 19948,29	W 19948,29		CDLI Lexical 000023, ex. 054	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 061, W 19948,29	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000203	CDLI Lexical 000030, ex. 002	Uruk (mod. Warka)	HD: W 19948,30a	W 19948,30a		CDLI Lexical 000030, ex. 002	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 044, W 19948,30a	Lexical	Archaic Tribute (witness)	Uruk III
P000204	CDLI Lexical 000028, ex. 05	Uruk (mod. Warka)	HD: W 19948,30b	W 19948,30b		CDLI Lexical 000028, ex. 05	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 075, W 19948,30b, 	Lexical	Archaic Grain (witness)	Uruk III
P000205	CDLI Lexical Archaic Unidentified, ex. 043	Uruk (mod. Warka)	HD: W 19948,32	W 19948,32		CDLI Lexical Archaic Unidentified, ex. 043	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 089, W 19948,32	Lexical	Archaic Unidentified (witness)	Uruk III
P000206	CDLI Lexical 000030, ex. 034	Uruk (mod. Warka)	HD: W 19948,33	W 19948,33		CDLI Lexical 000030, ex. 034	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 050, W 19948,33	Lexical	Archaic Tribute (witness)	Uruk III
P000207	CDLI Lexical 000002, ex. 144	Uruk (mod. Warka)	HD: W 19948,34	W 19948,34		CDLI Lexical 000002, ex. 144	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 020, W 19948,34	Lexical	Archaic Lu2 A (witness)	Uruk III
P000208	CDLI Lexical 000002, ex. 048	Uruk (mod. Warka)	IM 064933	W 19948,35		CDLI Lexical 000002, ex. 048	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 009, W 19948,35	Lexical	Archaic Lu2 A (witness)	Uruk III
P000210	CDLI Lexical 000002, ex. 005	Uruk (mod. Warka)	HD: W 19948,39	W 19948,39		CDLI Lexical 000002, ex. 005	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 001, W 19948,39	Lexical	Archaic Lu2 A (witness)	Uruk III
P000211	CDLI Lexical 000002, ex. 006	Uruk (mod. Warka)	HD: W 19948,40	W 19948,40		CDLI Lexical 000002, ex. 006	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 001, W 19948,40	Lexical	Archaic Lu2 A (witness)	Uruk III
P000212	CDLI Lexical 000002, ex. 039	Uruk (mod. Warka)	HD: W 19948,41	W 19948,41		CDLI Lexical 000002, ex. 039	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 007, W 19948,41	Lexical	Archaic Lu2 A (witness)	Uruk III
P000213	CDLI Lexical 000023, ex. 047	Uruk (mod. Warka)	HD: W 19948,42	W 19948,42		CDLI Lexical 000023, ex. 047	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 060, W 19948,42	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000214	CDLI Lexical 000002, ex. 008	Uruk (mod. Warka)	HD: W 19948,43a	W 19948,43a		CDLI Lexical 000002, ex. 008	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 002, W 19948,43a	Lexical	Archaic Lu2 A (witness)	Uruk III
P000215	CDLI Lexical 000023, ex. 042	Uruk (mod. Warka)	HD: W 19948,43b	W 19948,43b		CDLI Lexical 000023, ex. 042	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 059, W 19948,43b	Lexical	Archaic Vessels and Garments (witness)	Uruk III
P000216	CDLI Lexical 000013, ex. 002	Uruk (mod. Warka)	IM —	W 19948,44		CDLI Lexical 000013, ex. 002	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 031, W 19948,44	Lexical	Archaic Fish (witness)	Uruk III
P000217	CDLI Lexical 000013, ex. 003	Uruk (mod. Warka)	HD: W 19948,45	W 19948,45		CDLI Lexical 000013, ex. 003	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 031, W 19948,45	Lexical	Archaic Fish (witness)	Uruk III
P000218	CDLI Lexical Archaic Unidentified, ex. 044	Uruk (mod. Warka)	HD: W 19948,46	W 19948,46		CDLI Lexical Archaic Unidentified, ex. 044	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 089, W 19948,46	Lexical	Archaic Unidentified (witness)	Uruk III
