serial	char	cdli	ap23-name	action	comment	pcsl	new-name	new-code	sort	components
1743	𒵚	|KA2xLAM|	KA2 TIMES LAM	newglyph rename	NEW GLYPH=󿿹	|KA₂~d×LAM~b~v2|	PROTO-CUNEIFORM SIGN KA2-D TIMES LAM-B VARIANT 2	FFFF9	1723	KA₂~d LAM~b~v2
1744	𒵛	|KABx1(N58)|	KAB TIMES ONE-N58			|KAB×1(N58)|			1725	KAB 1(N58)
1745	𒵜	|KAK~a.GA2~a1|	KAK-A BESIDE GA2-A1			|KAK~a.GA₂~a1|			1734	KAK~a GA₂~a1
1746	𒵝	|KASZ~bxSZE~a|	KASH-B TIMES SHE-A	rename		|KAŠ~b~v1×ŠE~a@t~v1|	PROTO-CUNEIFORM SIGN KASH-B VARIANT 1 TIMES SHE-A TENU VARIANT 1		1766	KAŠ~b~v1 --ŠE~a@t~v1
1747	𒵞	|KI@nxDUB~a|	KI NUTILLU TIMES DUB-A			|KI@n×DUB~a|			1777	KI@n DUB~a
1748	𒵟	|KU6~a.1(N02)|	KU6-A BESIDE ONE-N2			|KU₆~a.1(N02)|			1834	KU₆~a 1(N02)
1749	𒵠	|KU6~a+GISZ|	KU6-A JOINING GISH			|KU₆~a+GIŠ|			1835	KU₆~a GIŠ
1750	𒵡	|KU6~a+KU6~a|	KU6-A JOINING KU6-A			|KU₆~a+KU₆~a|			1836	KU₆~a KU₆~a
1751	𒵢	|KUR~a.E2~a|	KUR-A BESIDE E2-A			|KUR~a.E₂~a|			1846	KUR~a E₂~a
1752	𒵣	|KUR~a.NUNUZ~a1|	KUR-A BESIDE NUNUZ-A1			|KUR~a.NUNUZ~a1|			1847	KUR~a NUNUZ~a1
1753	𒵤	|KUR~b.E2~a|	KUR-B BESIDE E2-A			|KUR~b.E₂~a|			1849	KUR~b E₂~a
1754	𒵥	|LAGAB~ax2(N14)|	LAGAB-A TIMES TWO-N14			|LAGAB~a×2(N14)|			1921	LAGAB~a 2(N14)
1755	𒵦	|LAGAB~axBA|	LAGAB-A TIMES BA			|LAGAB~a×BA|			1909	LAGAB~a BA
1756	𒵧	|LAGAB~axBIR3~b|	LAGAB-A TIMES BIR3-B			|LAGAB~a×BIR₃~b|			1910	LAGAB~a BIR₃~b
1757	𒵨	|LAGAB~axDU6~b|	LAGAB-A TIMES DU6-B	rename		|LAGAB~a×DU₆~a~v1|	PROTO-CUNEIFORM SIGN LAGAB-A TIMES DU6-A VARIANT 1		1911	LAGAB~a DU₆~a~v1
1758	𒵩	|LAGAB~axKAK~a|	LAGAB-A TIMES KAK-A			|LAGAB~a×KAK~a|			1913	LAGAB~a KAK~a
1759	𒵪	|LAGAB~axKU6~a|	LAGAB-A TIMES KU6-A			|LAGAB~a×KU₆~a|			1914	LAGAB~a KU₆~a
1760	𒵫	|LAGAB~ax(KU6~a+KU6~a)|	LAGAB-A TIMES KU6-A JOINING KU6-A			|LAGAB~a×(KU₆~a+KU₆~a)|			1915	LAGAB~a |KU₆~a+KU₆~a|
1761	𒵬	|LAGAB~axKUSZU2~b|	LAGAB-A TIMES KUSHU2-B	rename		|LAGAB~a×KUŠU₂~a@t|	PROTO-CUNEIFORM SIGN LAGAB-A TIMES KUSHU2-A TENU		1916	LAGAB~a --KUŠU₂~a@t
1762	𒵭	|LAGAB~axLAGAB~a|	LAGAB-A TIMES LAGAB-A			|LAGAB~a×LAGAB~a|			1919	LAGAB~a LAGAB~a
1763	𒵮	|LAGAB~axME~a|	LAGAB-A TIMES ME-A			|LAGAB~a×ME~a|			1920	LAGAB~a ME~a
1764	𒵯	|LAGAB~axNUN~b|	LAGAB-A TIMES NUN-B			|LAGAB~a×NUN~b|			1924	LAGAB~a NUN~b
1765	𒵰	|LAGAB~axPA~a|	LAGAB-A TIMES PA-A			|LAGAB~a×PA~a|			1925	LAGAB~a PA~a
1766	𒵱	|LAGAB~axSZA|	LAGAB-A TIMES SHA			|LAGAB~a×ŠA|			1931	LAGAB~a ŠA
1767	𒵲	|LAGAB~axSZITA~a1|	LAGAB-A TIMES SHITA-A1			|LAGAB~a×ŠITA~a1|			1932	LAGAB~a ŠITA~a1
1768	𒵳	|LAGAB~axSI|	LAGAB-A TIMES SI	rename		|LAGAB~a×SI~v1|	PROTO-CUNEIFORM SIGN LAGAB-A TIMES SI VARIANT 1		1927	LAGAB~a SI~v1
1769	𒵴	|LAGAB~axSIG7|	LAGAB-A TIMES SIG7	rename		|LAGAB~a×SIG₇~v1|	PROTO-CUNEIFORM SIGN LAGAB-A TIMES SIG7 VARIANT 1		1929	LAGAB~a SIG₇~v1
1770	𒵵	|LAGAB~axSU~a|	LAGAB-A TIMES SU-A			|LAGAB~a×SU~a|			1930	LAGAB~a SU~a
1771	𒵶	|LAGAB~axTI|	LAGAB-A TIMES TI			|LAGAB~a×TI|			1933	LAGAB~a TI
1772	𒵷	|LAGAB~axU4|	LAGAB-A TIMES U4			|LAGAB~a×U₄|			1934	LAGAB~a U₄
1773	𒵸	|LAGAB~axUB|	LAGAB-A TIMES UB			|LAGAB~a×UB|			1935	LAGAB~a UB
1774	𒵹	|LAGAB~axX|	LAGAB-A TIMES X			|LAGAB~a×X|			1936	LAGAB~a --X
1775	𒵺	|LAGAB~axZATU753|	LAGAB-A TIMES ZATU753			|LAGAB~a×ZATU753|			1937	LAGAB~a ZATU753
1776	𒵻	|LAGAB~bx1(N01)|	LAGAB-B TIMES ONE-N1	remove		|LAGAB~b×1(N01)|			1948	
1777	𒵼	|LAGAB~bxBANSZUR~a|	LAGAB-B TIMES BANSHUR-A			|LAGAB~b×BANŠUR~a|			1942	LAGAB~b BANŠUR~a
1778	𒵽	|LAGAB~bxGA’AR~a1|	LAGAB-B TIMES GAAR-A1			|LAGAB~b×GAʾAR~a1|			1943	LAGAB~b GAʾAR~a1
1779	𒵾	|LAGAB~bxHI|	LAGAB-B TIMES HI			|LAGAB~b×HI|			1944	LAGAB~b HI
1780	𒵿	|LAGAB~bxKUR~e|	LAGAB-B TIMES KUR-E			|LAGAB~b×KUR~e|			1946	LAGAB~b --KUR~e
1781	𒶀	|LAGAB~b&LAGAB~b|	LAGAB-B OVER LAGAB-B			|LAGAB~b&LAGAB~b|			1955	LAGAB~b LAGAB~b
1782	𒶁	|LAGAB~bxPA~a|	LAGAB-B TIMES PA-A			|LAGAB~b×PA~a|			1949	LAGAB~b PA~a
1783	𒶂	|LAGAB~bxSZITA~c|	LAGAB-B TIMES SHITA-C	remove		|LAGAB~b×ŠITA~c|			1952	
1784	𒶃	|LAGAB~bxSI|	LAGAB-B TIMES SI	remove		|LAGAB~b×SI|			1950	
1785	𒶄	|LAGAB~bxSUH3|	LAGAB-B TIMES SUH3			|LAGAB~b×SUH₃|			1951	LAGAB~b SUH₃
1786	𒶅	|LAGAB~bxU4|	LAGAB-B TIMES U4			|LAGAB~b×U₄|			1953	LAGAB~b U₄
1787	𒶆	|LAGAB~bxX|	LAGAB-B TIMES X	remove		|LAGAB~b×X|			1954	
1788	𒶇	|LAL2~axEZEN~a|	LAL2-A TIMES EZEN-A	rename		|LAL₂~a×EZEN~a~v1|	PROTO-CUNEIFORM SIGN LAL2-A TIMES EZEN-A VARIANT 1		1989	LAL₂~a EZEN~a~v1
1789	𒶈	|LAL2~axNIM~b2|	LAL2-A TIMES NIM-B2			|LAL₂~a×NIM~b2|			1991	LAL₂~a NIM~b2
1790	𒶉	|LU2xGESZTU~c3|	LU2 TIMES GESHTU-C3			|LU₂×GEŠTU~c3|			2015	LU₂ GEŠTU~c3
1791	𒶊	|MAx1(N58)|	MA TIMES ONE-N58			|MA×1(N58)|			2027	MA 1(N58)
1792	𒶋	|MAx2(N57)|	MA TIMES TWO-N57	remove		|MA~v1×2(N57)|			2031	
1793	𒶌	|MAxA|	MA TIMES A	rename		|MA~v1×A|	PROTO-CUNEIFORM SIGN MA VARIANT 1 TIMES A		2030	MA~v1 A
1794	𒶍	|MAxMA|	MA TIMES MA			|MA×MA|			2025	MA MA
1795	𒶎	|MAxX|	MA TIMES X	remove		|MA~v1×X|			2032	
1796	𒶏	|MAH~axAB2|	MAH-A TIMES AB2			|MAH~a×AB₂|			2054	MAH~a AB₂
1797	𒶐	|MAH~axGUKKAL~a|	MAH-A TIMES GUKKAL-A			|MAH~a×GUKKAL~a|			2055	MAH~a GUKKAL~a
1798	𒶑	|MAH~axKU6~a|	MAH-A TIMES KU6-A			|MAH~a×KU₆~a|			2056	MAH~a KU₆~a
1799	𒶒	|MAH~axMASZ|	MAH-A TIMES MASH			|MAH~a×MAŠ|			2057	MAH~a MAŠ
1800	𒶓	|MAH~axNA~a|	MAH-A TIMES NA-A			|MAH~a×NA~a|			2058	MAH~a NA~a
1801	𒶔	|MAH~ax(SILA3~axUMBIN~a)|	MAH-A TIMES SILA3-A TIMES UMBIN-A			|MAH~a×(SILA₃~a×UMBIN~a)|			2059	MAH~a SILA₃~a UMBIN~a
1802	𒶕	|MAH~axTUG2~a|	MAH-A TIMES TUG2-A			|MAH~a×TUG₂~a|			2060	MAH~a TUG₂~a
1803	𒶖	|MAH~axUD5~a|	MAH-A TIMES UD5-A	rename		|MAH~a×UD₅~a~v1|	PROTO-CUNEIFORM SIGN MAH-A TIMES UD5-A VARIANT 1		2063	MAH~a UD₅~a~v1
1804	𒶗	|MAH~axUDU~a|	MAH-A TIMES UDU-A			|MAH~a×UDU~a|			2064	MAH~a UDU~a
1805	𒶘	|MAH~axUR~a|	MAH-A TIMES UR-A			|MAH~a×UR~a|			2065	MAH~a UR~a
1806	𒶙	|MAH~axUTUA~a|	MAH-A TIMES UTUA-A			|MAH~a×UTUA~a|			2066	MAH~a UTUA~a
1807	𒶚	|MAH~axX|	MAH-A TIMES X			|MAH~a×X|			2067	MAH~a --X
1808	𒶛	|MAH~axZATU659|	MAH-A TIMES ZATU659			|MAH~a×ZATU659|			2068	MAH~a ZATU659
1809	𒶜	|MAH~bxKU6~a|	MAH-B TIMES KU6-A			|MAH~b×KU₆~a|			2070	MAH~b KU₆~a
1810	𒶝	|MAH~bxMASZ|	MAH-B TIMES MASH			|MAH~b×MAŠ|			2071	MAH~b MAŠ
1811	𒶞	|MAH~bxNA~a|	MAH-B TIMES NA-A			|MAH~b×NA~a|			2072	MAH~b NA~a
1812	𒶟	|MAH~bxSAL|	MAH-B TIMES SAL			|MAH~b×SAL|			2073	MAH~b SAL
1813	𒶠	|MAR~bx(LAGAB~b.SZE3)|	MAR-B TIMES LAGAB-B BESIDE SHE3	rename		|MAR~b×(LAGAB~b.ŠE₃~v1)|	PROTO-CUNEIFORM SIGN MAR-B TIMES LAGAB-B PLUS SHE3 VARIANT 1		2085	MAR~b LAGAB~b ŠE₃~v1
1814	𒶡	|MAR~bxSZE~a|	MAR-B TIMES SHE-A			|MAR~b×ŠE~a|			2086	MAR~b ŠE~a
1815	𒶢	|MAR~bxX|	MAR-B TIMES X			|MAR~b×X|			2087	MAR~b --X
1816	𒶣	|MUD3~a@gxGU|	MUD3-A GUNU TIMES GU	remove		|MUD₃~a@g×GU|			2115	
1817	𒶤	|MUSZENx1(N57)|	MUSHEN TIMES ONE-N57			|MUŠEN×1(N57)|			2147	MUŠEN 1(N57)
1818	𒶥	|MUSZENx2(N57)|	MUSHEN TIMES TWO-N57			|MUŠEN×2(N57)|			2148	MUŠEN 2(N57)
1819	𒶦	|MUSZENx3(N57)|	MUSHEN TIMES THREE-N57			|MUŠEN×3(N57)|			2149	MUŠEN 3(N57)
1820	𒶧	|MUSZENxPAP~a|	MUSHEN TIMES PAP-A	delete	# Incorrect glyph in unpublished Umma text	|MUŠEN×PAP~a|			2151	
1821	𒶨	|MUSZEN.UR3~b2|	MUSHEN BESIDE UR3-B2			|MUŠEN.UR₃~b2|			2145	MUŠEN UR₃~b2
1822	𒶩	|MUSZENxX|	MUSHEN TIMES X			|MUŠEN×X|			2152	MUŠEN --X
1823	𒶪	|NAGA~axTAK4~a|	NAGA-A TIMES TAK4-A			|NAGA~a×TAK₄~a|			2644	NAGA~a TAK₄~a
1824	𒶫	|NAM2x1(N01)|	NAM2 TIMES ONE-N1			|NAM₂×1(N01)|			2659	NAM₂ 1(N01)
1825	𒶬	|NI~ax1(N57)|	NI-A TIMES ONE-N57			|NI~a×1(N57)|			2700	NI~a 1(N57)
1826	𒶭	|NI~a.RU|	NI-A BESIDE RU	rename		|NI~a.RU~v1|	PROTO-CUNEIFORM SIGN NI-A BESIDE RU VARIANT 1		2699	NI~a RU~v1
1827	𒶮	|NI~bx4(N57)|	NI-B TIMES FOUR-N57			|NI~b×4(N57)|			2703	NI~b 4(N57)
1828	𒶯	|NI~bxX|	NI-B TIMES X			|NI~b×X|			2704	NI~b --X
1829	𒶰	|NINDA2x1(N01)|	NINDA2 TIMES ONE-N1			|NINDA₂×1(N01)|			2754	NINDA₂ 1(N01)
1830	𒶱	|NINDA2x1(N06)|	NINDA2 TIMES ONE-N6	remove		|NINDA₂×1(N06)|			2756	
1831	𒶲	|NINDA2x1(N08)|	NINDA2 TIMES ONE-N8			|NINDA₂×1(N08)|			2758	NINDA₂ 1(N08)
1832	𒶳	|NINDA2x2(N01)|	NINDA2 TIMES TWO-N1			|NINDA₂×2(N01)|			2755	NINDA₂ 2(N01)
1833	𒶴	|NINDA2xAN|	NINDA2 TIMES AN			|NINDA₂×AN|			2719	NINDA₂ AN
1834	𒶵	|NINDA2x(AN.HI)|	NINDA2 TIMES AN BESIDE HI	rename		|NINDA₂×(AN.HI)|	PROTO-CUNEIFORM SIGN NINDA2 TIMES AN PLUS HI		2720	NINDA₂ AN HI
1835	𒶶	|NINDA2x(AN.ME~a)|	NINDA2 TIMES AN BESIDE ME-A	rename		|NINDA₂×(AN.ME~a)|	PROTO-CUNEIFORM SIGN NINDA2 TIMES AN PLUS ME-A		2722	NINDA₂ AN ME~a
1836	𒶷	|NINDA2x(AN.X)|	NINDA2 TIMES AN BESIDE X	rename		|NINDA₂×(AN.X)|	PROTO-CUNEIFORM SIGN NINDA2 TIMES AN PLUS X		2723	NINDA₂ AN --X
1837	𒶸	|NINDA2xBA|	NINDA2 TIMES BA			|NINDA₂×BA|			2724	NINDA₂ BA
1838	𒶹	|NINDA2xEZEN~b|	NINDA2 TIMES EZEN-B			|NINDA₂×EZEN~b|			2726	NINDA₂ EZEN~b
1839	𒶺	|NINDA2xGA’AR~a1|	NINDA2 TIMES GAAR-A1			|NINDA₂×GAʾAR~a1|			2728	NINDA₂ GAʾAR~a1
1840	𒶻	|NINDA2xGAR|	NINDA2 TIMES GAR			|NINDA₂×GAR|			2729	NINDA₂ GAR
1841	𒶼	|NINDA2xGISZ|	NINDA2 TIMES GISH			|NINDA₂×GIŠ|			2730	NINDA₂ GIŠ
1842	𒶽	|NINDA2x(GISZ.DAR~a)|	NINDA2 TIMES GISH BESIDE DAR-A	remove		|NINDA₂×(GIŠ.DAR~a)|			2732	
1843	𒶾	|NINDA2xGU4|	NINDA2 TIMES GU4			|NINDA₂×GU₄|			2733	NINDA₂ GU₄
1844	𒶿	|NINDA2xGUDU4|	NINDA2 TIMES GUDU4	rename		|NINDA₂×(HI~a1.ME~a)|	PROTO-CUNEIFORM SIGN NINDA2 TIMES HI-A1 PLUS ME-A		2746	NINDA₂ --HI~a1 ME~a
1844.1	𒷀	|NINDA2xGUDU4|	NINDA2 TIMES GUDU4 VARIANT 1	rename		|NINDA₂×(HI~a1.AN.ME~a)|	PROTO-CUNEIFORM SIGN NINDA2 TIMES HI-A1 PLUS AN PLUS ME-A		2745	NINDA₂ --HI~a1 AN ME~a
1844.2	𒷁	|NINDA2xGUDU4|	NINDA2 TIMES GUDU4 VARIANT 2	delete	# Duplicates 1846 |NINDA₂×(HI.AN.ME~a)| 𒷄	|NINDA₂×GUDU₄|~v2			2736	
1844.3	𒷂	|NINDA2xGUDU4|	NINDA2 TIMES GUDU4 VARIANT 3	delete	# Duplicates 1835 |NINDA₂×(AN.ME~a)| 𒶶	|NINDA₂×GUDU₄|~v3			2737	
1845	𒷃	|NINDA2xHI|	NINDA2 TIMES HI			|NINDA₂×HI|			2738	NINDA₂ HI
1846	𒷄	|NINDA2x(HI.AN.ME~a)|	NINDA2 TIMES HI BESIDE AN BESIDE ME-A	rename		|NINDA₂×(HI.AN.ME~a)|	PROTO-CUNEIFORM SIGN NINDA2 TIMES HI PLUS AN PLUS ME-A		2740	NINDA₂ HI AN ME~a
1847	𒷅	|NINDA2x(HI.ME~a)|	NINDA2 TIMES HI BESIDE ME-A	rename		|NINDA₂×(HI.ME~a)|	PROTO-CUNEIFORM SIGN NINDA2 TIMES HI PLUS ME-A		2742	NINDA₂ HI ME~a
1848	𒷆	|NINDA2x(HI.X)|	NINDA2 TIMES HI BESIDE X	rename		|NINDA₂×(HI.X)|	PROTO-CUNEIFORM SIGN NINDA2 TIMES HI PLUS X		2743	NINDA₂ HI --X
1849	𒷇	|NINDA2x(HI@g~a.1(N06))|	NINDA2 TIMES HI GUNU-A BESIDE ONE-N6	rename		|NINDA₂×(1(N06).HI@g~a)|	PROTO-CUNEIFORM SIGN NINDA2 TIMES ONE-N6 PLUS HI GUNU-A		2757	NINDA₂ 1(N06) HI@g~a
1850	𒷈	|NINDA2xKASZ~b|	NINDA2 TIMES KASH-B			|NINDA₂×KAŠ~b|			2750	NINDA₂ KAŠ~b
1851	𒷉	|NINDA2xMAR~b|	NINDA2 TIMES MAR-B			|NINDA₂×MAR~b|			2753	NINDA₂ MAR~b
1852	𒷊	|NINDA2xNE~a|	NINDA2 TIMES NE-A	remove		|NINDA₂×NE~a~v1|			2761	
1853	𒷋	|NINDA2xSZIM~a|	NINDA2 TIMES SHIM-A	remove		|NINDA₂×ŠIM~a~v2|			2766	
1854	𒷌	|NINDA2xU4|	NINDA2 TIMES U4			|NINDA₂×U₄|			2767	NINDA₂ U₄
1855	𒷍	|NINDA2x(U4.X)|	NINDA2 TIMES U4 BESIDE X	rename		|NINDA₂×(U₄.X)|	PROTO-CUNEIFORM SIGN NINDA2 TIMES U4 PLUS X		2768	NINDA₂ U₄ --X
1856	𒷎	|NINDA2x((UDU~axTAR)~a)|	NINDA2 TIMES UDU-A TIMES TAR FORM A	rename		|NINDA₂×(UDU~a×TAR~a)|	PROTO-CUNEIFORM SIGN NINDA2 TIMES UDU-A TIMES TAR-A		2772	NINDA₂ UDU~a TAR~a
1857	𒷏	|NINDA2x((UDU~axTAR)~b)|	NINDA2 TIMES UDU-A TIMES TAR FORM B	rename		|NINDA₂×(UDU~a×TAR~b)|	PROTO-CUNEIFORM SIGN NINDA2 TIMES UDU-A TIMES TAR-B		2773	NINDA₂ UDU~a --TAR~b
1858	𒷐	|NINDA2xX|	NINDA2 TIMES X			|NINDA₂×X|			2775	NINDA₂ --X
1859	𒷑	|NINDA2x(X.MASZ)|	NINDA2 TIMES X BESIDE MASH	remove		|NINDA₂×(X.MAŠ)|			2777	
1860	𒷒	|NINDA2x(ZATU659x1(N01))|	NINDA2 TIMES ZATU659 TIMES ONE-N1			|NINDA₂×(ZATU659×1(N01))|			2778	NINDA₂ ZATU659 1(N01)
1861	𒷓	|NIR~axAN|	NIR-A TIMES AN			|NIR~a×AN|			2789	NIR~a AN
1862	𒷔	|NU11&NU11|	NU11 OVER NU11			|NU₁₁&NU₁₁|			2795	NU₁₁ NU₁₁
1863	𒷕	|NUN~a+A|	NUN-A JOINING A			|NUN~a+A|			2807	NUN~a A
1864	𒷖	|NUN~a+EN~a|	NUN-A JOINING EN-A	rename		|NUN~a+EN~a~v2|	PROTO-CUNEIFORM SIGN NUN-A JOINING EN-A VARIANT 2		2809	NUN~a EN~a~v2
1865	𒷗	|NUN~a+EN~b|	NUN-A JOINING EN-B	rename		|NUN~a+EN~b~v1|	PROTO-CUNEIFORM SIGN NUN-A JOINING EN-B VARIANT 1		2811	NUN~a EN~b~v1
1866	𒷘	|NUN~a+EN~d|	NUN-A JOINING EN-D			|NUN~a+EN~d|			2812	NUN~a --EN~d
1867	𒷙	|NUN~a+NAM2|	NUN-A JOINING NAM2			|NUN~a+NAM₂|			2813	NUN~a NAM₂
1868	𒷚	|NUN~b+EN~a|	NUN-B JOINING EN-A			|NUN~b+EN~a|			2816	NUN~b EN~a
1869	𒷛	|PIRIG~b1xUR2|	PIRIG-B1 TIMES UR2			|PIRIG~b1×UR₂|			2865	PIRIG~b1 UR₂
1870	𒷜	|SAGx1(N14)|	SAG TIMES ONE-N14	rename		|SAG~v1×1(N14)|	PROTO-CUNEIFORM SIGN SAG VARIANT 1 TIMES ONE-N14		2913	SAG~v1 1(N14)
1871	𒷝	|SAGxGESZTU~a|	SAG TIMES GESHTU-A			|SAG×GEŠTU~a|			2893	SAG GEŠTU~a
1872	𒷞	|SAGxGESZTU~b|	SAG VARIANT 1 TIMES GESHTU-B	rename		|SAG@n×GEŠTU~b|	PROTO-CUNEIFORM SIGN SAG NUTILLU TIMES GESHTU-B		2918	SAG@n GEŠTU~b
1872.1	𒷟	|SAGxGESZTU~b|	SAG TIMES GESHTU-B VARIANT 1	rename		|SAG~v2×GEŠTU~b|	PROTO-CUNEIFORM SIGN SAG VARIANT 2 TIMES GESHTU-B		2915	SAG~v2 GEŠTU~b
1873	𒷠	|SAGxGESZTU~c|	SAG TIMES GESHTU-C	rename		|SAG~v1×GEŠTU~c|	PROTO-CUNEIFORM SIGN SAG VARIANT 1 TIMES GESHTU-C		2910	SAG~v1 --GEŠTU~c
1874	𒷡	|SAGxLAM~c|	SAG TIMES LAM-C	remove		|SAG~v1×LAM~c|			2911	
1875	𒷢	|SAGxMA|	SAG TIMES MA	rename		|SAG~v1×MA~v1|	PROTO-CUNEIFORM SIGN SAG VARIANT 1 TIMES MA VARIANT 1		2912	SAG~v1 MA~v1
1876	𒷣	|SAGxSAR~a|	SAG TIMES SAR-A	remove		|SAG×SAR~a|			2903	
1877	𒷤	|SALx1(N58)|	SAL TIMES ONE-N58			|SAL×1(N58)|			2929	SAL 1(N58)
1878	𒷥	|SAL.KUR~a|	SAL BESIDE KUR-A			|SAL.KUR~a|			2922	SAL KUR~a
1879	𒷦	|SAL.LAM~b|	SAL BESIDE LAM-B			|SAL.LAM~b|			2924	SAL LAM~b
1880	𒷧	|SAL.SZU2|	SAL BESIDE SHU2	rename		|SAL.ŠU₂~b|	PROTO-CUNEIFORM SIGN SAL BESIDE SHU2-B		2927	SAL ŠU₂~b
1881	𒷨	|SAR~axSZE~a|	SAR-A TIMES SHE-A			|SAR~a×ŠE~a|			2946	SAR~a ŠE~a
1882	𒷩	|(SZAxHI@g~a)~a|	SHA TIMES HI GUNU-A FORM A			|(ŠA×HI@g~a)~a|			3173	ŠA HI@g~a
1883	𒷪	|(SZAxHI@g~a)~b|	SHA TIMES HI GUNU-A FORM B			|(ŠA×HI@g~a)~b|			3174	ŠA HI@g~a
1884	𒷫	|SZE~a.KIN2~c|	SHE-A BESIDE KIN2-C			|ŠE~a.KIN₂~c|			3216	ŠE~a KIN₂~c
1885	𒷬	|SZE~a.NAM2|	SHE-A BESIDE NAM2			|ŠE~a.NAM₂|			3217	ŠE~a NAM₂
1885.1	𒷭	|SZE~a.NAM2|	SHE-A BESIDE NAM2 VARIANT 1			|ŠE~a.NAM₂|~v1			3218	ŠE~a NAM₂
1886	𒷮	|SZE~a&SZE~a|	SHE-A OVER SHE-A			|ŠE~a&ŠE~a|			3221	ŠE~a ŠE~a
1887	𒷯	|SZEN~dxA|	SHEN-D TIMES A			|ŠEN~d×A|			3248	ŠEN~d A
1888	𒷰	|SZITA~a1x1(N06)|	SHITA-A1 TIMES ONE-N6			|ŠITA~a1×1(N06)|			3285	ŠITA~a1 1(N06)
1889	𒷱	|SZITA~a1xKAK~a|	SHITA-A1 TIMES KAK-A			|ŠITA~a1×KAK~a|			3284	ŠITA~a1 KAK~a
1890	𒷲	|SZITA~a1xSZU|	SHITA-A1 TIMES SHU			|ŠITA~a1×ŠU|			3286	ŠITA~a1 ŠU
1891	𒷳	|SZITA~a1xSZU2|	SHITA-A1 TIMES SHU2	rename		|ŠITA~a1×ŠU₂~b|	PROTO-CUNEIFORM SIGN SHITA-A1 TIMES SHU2-B		3288	ŠITA~a1 ŠU₂~b
1892	𒷴	|SZITA~a1xUDU~a|	SHITA-A1 TIMES UDU-A			|ŠITA~a1×UDU~a|			3289	ŠITA~a1 UDU~a
1893	𒷵	|SZITA~b1xHI@g~a|	SHITA-B1 TIMES HI GUNU-A	rename		|ŠITA~b2@g×HI@g~a|	PROTO-CUNEIFORM SIGN SHITA-B2 GUNU TIMES HI GUNU-A		3300	--ŠITA~b2@g HI@g~a
1894	𒷶	|SZITA~b3xNAM2|	SHITA-B3 TIMES NAM2			|ŠITA~b3×NAM₂|			3302	ŠITA~b3 NAM₂
1895	𒷷	|SZITA@g~ax1(N04)|	SHITA GUNU-A TIMES ONE-N4	rename		|ŠITA~b3@g×1(N04)|	PROTO-CUNEIFORM SIGN SHITA-B3 GUNU TIMES ONE-N4		3304	ŠITA~b3@g 1(N04)
1896	𒷸	|SZITA@g~ax1(N06)|	SHITA GUNU-A TIMES ONE-N6	rename		|ŠITA~b3@g×1(N06)|	PROTO-CUNEIFORM SIGN SHITA-B3 GUNU TIMES ONE-N6		3305	ŠITA~b3@g 1(N06)
1897	𒷹	|SZUx1(N58)|	SHU TIMES ONE-N58			|ŠU×1(N58)|			3316	ŠU 1(N58)
1898	𒷺	|SZU&SZU|	SHU OVER SHU			|ŠU&ŠU|			3317	ŠU ŠU
1899	𒷻	|SZU2.1(N02)|	SHU2 BESIDE ONE-N2	rename		|ŠU₂~b.1(N02)|	PROTO-CUNEIFORM SIGN SHU2-B BESIDE ONE-N2		3355	ŠU₂~b 1(N02)
1900	𒷼	|SZU2.2(N57)|	SHU2 BESIDE TWO-N57	remove		|ŠU₂~b.2(N57)|			3356	
1901	𒷽	|SZU2.AN|	SHU2 BESIDE AN	rename		|ŠU₂~a.AN|	PROTO-CUNEIFORM SIGN SHU2-A BESIDE AN		3345	ŠU₂~a AN
1902	𒷾	|SZU2.E2~a|	SHU2 BESIDE E2-A	rename		|ŠU₂~b.E₂~a|	PROTO-CUNEIFORM SIGN SHU2-B BESIDE E2-A		3352	ŠU₂~b E₂~a
1903	𒷿	|SZU2.E2~b|	SHU2 BESIDE E2-B	rename		|ŠU₂~b.E₂~b|	PROTO-CUNEIFORM SIGN SHU2-B BESIDE E2-B		3353	ŠU₂~b E₂~b
1904	𒸀	|SZU2.EN~a|	SHU2 BESIDE EN-A	rename		|ŠU₂~a.EN~a~v1|	PROTO-CUNEIFORM SIGN SHU2-A BESIDE EN-A VARIANT 1		3346	ŠU₂~a EN~a~v1
1904.1	𒸁	|SZU2.EN~a|	SHU2 BESIDE EN-A VARIANT 1	rename		|ŠU₂~a.EN~a~v2|	PROTO-CUNEIFORM SIGN SHU2-A BESIDE EN-A VARIANT 2		3347	ŠU₂~a EN~a~v2
1905	𒸂	|SZU2.EN~b|	SHU2 BESIDE EN-B	rename		|ŠU₂~a.EN~b~v1|	PROTO-CUNEIFORM SIGN SHU2-A BESIDE EN-B VARIANT 1		3348	ŠU₂~a EN~b~v1
1906	𒸃	|SZU2.GISZ|	SHU2 BESIDE GISH	rename		|ŠU₂~b.GIŠ|	PROTO-CUNEIFORM SIGN SHU2-B BESIDE GISH		3354	ŠU₂~b GIŠ
1907	𒸄	|SZU2.((HIx1(N57))&(HIx1(N57)))|	SHU2 BESIDE HI TIMES ONE-N57 OVER HI TIMES ONE-N57	rename		|ŠU₂~a.(HI×1(N57))&(HI×1(N57))|	PROTO-CUNEIFORM SIGN SHU2-A BESIDE HI TIMES ONE-N57 OVER HI TIMES ONE-N57		3349	ŠU₂~a HI 1(N57) HI 1(N57)
