id_text	accession_no	accounting_period	acquisition_history	alternative_years	ark_number	atf_source	atf_up	author	author_remarks	cdli_collation	cdli_comments	citation	collection	composite_id	condition_description	date_entered	date_of_origin	date_remarks	date_updated	dates_referenced	db_source	designation	dumb	dumb2	electronic_publication	elevation	excavation_no	external_id	findspot_remarks	findspot_square	genre	google_earth_collection	google_earth_provenience	height	id	id_text2	id_text_int	join_information	language	lineart_up	material	museum_no	object_preservation	object_type	period	period_remarks	photo_up	primary_publication	provenience	provenience_remarks	publication_date	publication_history	published_collation	seal_id	seal_information	stratigraphic_level	subgenre	subgenre_remarks	surface_preservation	text_remarks	thickness	translation_source	width	object_remarks
P000042					21198/zz001pzmq3	Englund, Robert K.		CDLI	52x48x32; Wood ?.2-4.43-46; Fundstelle wie W 15772,l.				Vorderasiatisches Museum, Berlin, Germany	Q000022		12/4/2001	00.00.00.00		2/9/2020	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000022, ex. 001					W 15774,w		Seleukidenmauer Schnitt Westhälfte	Nb/c XVI,4	Lexical			52	34	0	42		undetermined	150ppi 20160630	clay	VAT 17590		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000022, ex. 001	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 037, W 15774,w					Archaic Wood (witness)				32	no translation	48		
P000043					21198/zz001pzmrm	Englund, Robert K.		CDLI	die untere Hälfte der Tafel befindet sich im Vorderasiatischen Museum, Berlin, mit der Nr. VAT 16976 und den Maßen 60x53x20, die obere Hälfte ist im Iraq Museum, Bagdad, mit den Maßen 38x43x21				National Museum of Iraq, Baghdad, Iraq; Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	CDLI Lexical Archaic Unidentified, ex. 013					W 15775,f + W 15775,ae		Seleukidenmauer Schnitt Westhälfte	Nb/c XVI,4	Lexical			95	35	0	43	P000043 lead, single entry	undetermined	150ppi 20160630	clay	IM 023438,5 + VAT 16976		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical Archaic Unidentified, ex. 013	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 085, W 15775,f+					Archaic Unidentified (witness)				21	no translation	53		
P000045					21198/zz001pzmtn	Englund, Robert K.		CDLI	1. Kolumne könnte Lex PN 18-19 sein; s. IM23438,1				National Museum of Iraq, Baghdad, Iraq	Q000007		12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	CDLI Lexical 000007, ex. 007					W 15775,af		Seleukidenmauer-Schnitt, Westhälfte	Nb/c XVI,4	Lexical			38	36	0	45		undetermined	150ppi 20160630	clay	IM 023438,6		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000007, ex. 007	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 026, W 15775,af					Archaic Officials (witness)				21	no translation	43		
P000046					21198/zz001pzmv5	Englund, Robert K.		CDLI	25x25x16; Lú A 6-8; Oe XVII,1, aus dem obersten Mauerwerk der Schicht III.				National Museum of Iraq, Baghdad, Iraq	Q000002		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000002, ex. 032					W 15825,a7		aus dem obersten Mauerwerk der Schicht III	Oe XVII,1	Lexical			25	37	0	46		undetermined	150ppi 20160630	clay	IM 023439,07		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000002, ex. 032	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 006, W 15825,a7					Archaic Lu2 A (witness)				16	no translation	25		
P000047					21198/zz001pzmwp	Englund, Robert K.		CDLI	18x37x10; Vessels 10-11.?; Fundstelle wie W 15825,a7; der Text ist möglicherweise Uruk IV-zeitlich.				National Museum of Iraq, Baghdad, Iraq	Q000023		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000023, ex. 026					W 15825,a8		aus dem obersten Mauerwerk der Schicht III	Oe XVII,1	Lexical			18	38	0	47		undetermined	150ppi 20160630	clay	IM 023439,08		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000023, ex. 026	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 057, W 15825,a8					Archaic Vessels and Garments (witness)				10	no translation	37		
P000048					21198/zz001pzmx6	Englund, Robert K.		CDLI	33x36x15; Lú A 17-20.34-35; Oe XVII,1, +20.80 m, aus dem obersten Mauerwerk der Schicht III.				National Museum of Iraq, Baghdad, Iraq	Q000002		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000002, ex. 067					W 15833,a07 + W 15833,08		+20.80 m, aus dem obersten Mauerwerk der Schicht III	Oe XVII,1	Lexical			33	39	0	48	P000048 lead, single entry	undetermined	150ppi 20160630	clay	IM 023440,06a ?		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000002, ex. 067	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 012, W 15833,a7+					Archaic Lu2 A (witness)				15	no translation	36		
P000050					21198/zz001q0dmh	Englund, Robert K.		CDLI	47x50x21; Officials 19-22.?-?; Ob XVI 3/4, spätere IIIer Schichten über dem Tempel aus kleinen Riemchen.				National Museum of Iraq, Baghdad, Iraq	Q000007		12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	CDLI Lexical 000007, ex. 011					W 15863,d		spätere IIIer Schichten über dem Tempel aus kleinen Riemchen	Ob XVI,3/4	Lexical			47	40	0	50		undetermined	150ppi 20160630	clay	IM 023441,1		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000007, ex. 011	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 027, W 15863,d					Archaic Officials (witness)				21	no translation	50		
P000051					21198/zz001q0dn1	Englund, Robert K.		CDLI	54x57x19; Lú A 24-27.31-37.41-44; Oe XVII,1, unter den neubabylonischen Häusern (IIIer Schicht).				National Museum of Iraq, Baghdad, Iraq	Q000002		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000002, ex. 088					W 15892,a + W 15892,b		unter den neubabylonischen Häusern /IIIer Schicht/	Oe XVII,1	Lexical			54	41	0	51	P000051 lead, single entry	undetermined	150ppi 20160630	clay	IM 023446,01a ?		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000002, ex. 088	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 014, W 15892,a+					Archaic Lu2 A (witness)				19	no translation	57		
P000053					21198/zz001q0dq2	Englund, Robert K.		CDLI	29x24x14; Vessels 1-3; Fundstelle wie W 15892,a+.				National Museum of Iraq, Baghdad, Iraq	Q000023		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000023, ex. 010					W 15892,c		unter den neubabylonischen Häusern /IIIer Schicht/	Oe XVII,1	Lexical			29	42	0	53		undetermined	150ppi 20160630	clay	IM 023446,02		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000023, ex. 010	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 055, W 15892,c					Archaic Vessels and Garments (witness)				14	no translation	24		
P000054					21198/zz001q0drk	Englund, Robert K.		CDLI	79x48x24; Lú A 19-21.29-36; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000002		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000002, ex. 068					W 15895,a		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			79	43	0	54		undetermined	150ppi 20160630	clay	VAT 16757		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000002, ex. 068	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 012, W 15895,a					Archaic Lu2 A (witness)				24	no translation	48		
P000055					21198/zz001q0ds3	Englund, Robert K.		CDLI	45x66x20; Lú A 15-18.29-31.?-? mit Kolophon; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000002		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000002, ex. 058					W 15895,b		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			45	44	0	55		undetermined	150ppi 20160630	clay	VAT 17678		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000002, ex. 058	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 011, W 15895,b					Archaic Lu2 A (witness)				20	no translation	66		
P000056					21198/zz001q0grj	Englund, Robert K.		CDLI	44x46x23; Vessels ?-?; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000023		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000023, ex. 086					W 15895,c		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			44	45	0	56		undetermined	150ppi 20160630	clay	VAT 17615		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000023, ex. 086	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 065, W 15895,c					Archaic Vessels and Garments (witness)				23	no translation	46		
P000057					21198/zz001q0gs2	Englund, Robert K.		CDLI	99x46x?; Lú A 45-51.53-58.61-64; Fundstelle wie W 15892,a+; Tafel zur Zeit im Vorderasiatischen Museum, Berlin, nicht auffindbar.				Vorderasiatisches Museum, Berlin, Germany	Q000002		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000002, ex. 117					W 15895,d + W 15895,v		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			99	46	0	57	P000057 lead, single entry	undetermined		clay	VAT 16941 + VAT 17656		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000002, ex. 117	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 017, W 15895,d+					Archaic Lu2 A (witness)				0	no translation	46		
P000058					21198/zz001q0gtk	Englund, Robert K.		CDLI	50x48x20; Vessels ?-?.48-55.68-72; Fundstelle wie W 15892,a+; VAT 16804 nur ""e mit den Maßen 50x48x20.				Vorderasiatisches Museum, Berlin, Germany	Q000023		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000023, ex. 062					W 15895,e + W 15895,f		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			50	47	0	58	P000058 lead, single entry	undetermined	150ppi 20160630	clay	VAT 16804 + VAT 21311		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000023, ex. 062	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 062, W 15895,e+					Archaic Vessels and Garments (witness)				20	no translation	48		
P000060					21198/zz001q0gwm	Englund, Robert K.		CDLI	46x40x22; Metal 46-49.?-? mit einem Kolophon; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000026		12/4/2001	00.00.00.00		2/9/2020	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000026, ex. 035					W 15895,g		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			46	48	0	60		undetermined	150ppi 20160630	clay	VAT 17654		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000026, ex. 035	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 073, W 15895,g					Archaic Metal (witness)				22	no translation	40		
P000061					21198/zz001q0gx4	Englund, Robert K.		CDLI	30x49x22; Lú A 5-6.24-27; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000002		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000002, ex. 092					W 15895,h		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			30	49	0	61		undetermined	150ppi 20160630	clay	VAT 16798		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000002, ex. 092	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 014, W 15895,h					Archaic Lu2 A (witness)				22	no translation	49		
P000062					21198/zz001q0gzn	Englund, Robert K.		CDLI	45x56x20; Tribute 17-19.26-31.?-?; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000030		12/4/2001			2/9/2020		20011204 protocuneiform_catalogue	CDLI Lexical 000030, ex. 027					W 15895,i		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			45	50	0	62		undetermined	150ppi 20160630	clay	VAT 16826		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000030, ex. 027	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 049, W 15895,i					Archaic Tribute (witness)				20	no translation	56		
P000063					21198/zz001q0h0n	Englund, Robert K.		CDLI	49x33x22; Metal 48-51; Fundstelle wie W 15892,a+; die Tafel scheint die einzige sichere archaische Liste (vgl. W 19726,c und 21015,1) zu sein, die eine Siegelabrollung (am rechten Rand)  enthält.				Vorderasiatisches Museum, Berlin, Germany	Q000026		12/4/2001	00.00.00.00		2/9/2020	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000026, ex. 036					W 15895,k		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			49	51	0	63		undetermined	150ppi 20160630	clay	VAT 17650		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000026, ex. 036	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 073, W 15895,k		S013835			Archaic Metal (witness)				22	no translation	33		
P000064					21198/zz001q0h15	Englund, Robert K.		CDLI	44x56x20; Vessels 49-52.65-69; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000023		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000023, ex. 063					W 15895,l +		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			44	52	0	64	P000064 lead, single entry	undetermined	150ppi 20160630	clay	VAT 16802 + VAT 16808 		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000023, ex. 063	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 062, W 15895,l+					Archaic Vessels and Garments (witness)				20	no translation	56		
P000065					21198/zz001q0h2p	Englund, Robert K.		CDLI	43x47x20; Unidentified 11; Fundstelle wie W 15892,a+; Tafel wurde schon im Altertum verworfen.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	CDLI Lexical Archaic Unidentified, ex. 021					W 15895,m		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			43	53	0	65		undetermined	150ppi 20160630	clay	VAT 17696		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical Archaic Unidentified, ex. 021	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 086, W 15895,m					Archaic Unidentified (witness)				20	no translation	47		
P000066					21198/zz001q0h36	Englund, Robert K.		CDLI	42x52x16; Lú A 10-13.24-28.?-?; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000002		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000002, ex. 047					W 15895,n		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			42	54	0	66		undetermined	150ppi 20160630	clay	VAT 16819		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000002, ex. 047	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 009, W 15895,n					Archaic Lu2 A (witness)				16	no translation	52		
P000067					21198/zz001q0h4q	Englund, Robert K.		CDLI	45x47x21; Lú A 11-15.27-30; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000002		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000002, ex. 052					W 15895,o		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			45	55	0	67		undetermined	150ppi 20160630	clay	VAT 16817		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000002, ex. 052	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 010, W 15895,o					Archaic Lu2 A (witness)				21	no translation	47		
P000068					21198/zz001q0h57	Englund, Robert K.		CDLI	?; Tribute ?.8-15.22-24; Fundstelle wie W 15892,a+; VAT 17665 = W 15895,p mit den Maßen 55x41x15; Join konnte nicht bestätigt werden (""aq im Iraq Museum, Baghdad, nicht auffindbar).				Vorderasiatisches Museum, Berlin, Germany	Q000030		12/4/2001			2/9/2020		20011204 protocuneiform_catalogue	CDLI Lexical 000030, ex. 013					W 15895,p + W 15895,aq		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			?	56	0	68	P000068 lead, single entry	undetermined	150ppi 20160630	clay	VAT 17665		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000030, ex. 013	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 047, W 15895,p+					Archaic Tribute (witness)				?	no translation	?		
P000069					21198/zz001q0h6r	Englund, Robert K.		CDLI	41x33x18; Vessels 30-32; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000023		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000023, ex. 053					W 15895,q		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			41	57	0	69		undetermined	150ppi 20160630	clay	VAT 16806		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000023, ex. 053	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 061, W 15895,q					Archaic Vessels and Garments (witness)				18	no translation	33		
P000070					21198/zz001q0h78	Englund, Robert K.		CDLI	42x53x22; Tribute 23-27.38-41.?; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000030		12/4/2001			2/9/2020		20011204 protocuneiform_catalogue	CDLI Lexical 000030, ex. 028					W 15895,r		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			42	58	0	70		undetermined	150ppi 20160630	clay	VAT 17623		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000030, ex. 028	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 049, W 15895,r					Archaic Tribute (witness)				22	no translation	53		
P000071					21198/zz001q0h8s	Englund, Robert K.		CDLI	39x40x15; Lú A 2-6; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000002		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000002, ex. 019					W 15895,s		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			39	59	0	71		undetermined	150ppi 20160630	clay	VAT 16803		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000002, ex. 019	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 004, W 15895,s					Archaic Lu2 A (witness)				15	no translation	40		
P000072					21198/zz001q0h99	Englund, Robert K.		CDLI	33x37x19; Vessels 5-7.?; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000023		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000023, ex. 018					W 15895,t		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			33	60	0	72		undetermined	150ppi 20160630	clay	VAT 17677		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000023, ex. 018	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 056, W 15895,t					Archaic Vessels and Garments (witness)				19	no translation	37		
P000073					21198/zz001q0hbt	Englund, Robert K.		CDLI	58x44x22; Vessels 5-9.?-? mit Kolophon; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000023		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000023, ex. 019					W 15895,u		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			58	61	0	73		undetermined	150ppi 20160630	clay	VAT 16931		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000023, ex. 019	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 056, W 15895,u					Archaic Vessels and Garments (witness)				22	no translation	44		
P000075					21198/zz001q0hdv	Englund, Robert K.		CDLI	34x32x18; Officials ?.18-21; Fundstelle wie W 15892,a+.				Vorderasiatisches Museum, Berlin, Germany	Q000007		12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	CDLI Lexical 000007, ex. 008					W 15895,w		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			34	62	0	75		undetermined	150ppi 20160630	clay	VAT 17667		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000007, ex. 008	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 026, W 15895,w					Archaic Officials (witness)				18	no translation	32		
P000076					21198/zz001q0hfc	Englund, Robert K.		CDLI	46x58x?; Grain 9-12.25-28.?; Fundstelle wie W 15892,a+; Tafel zur Zeit im Iraq Museum, Baghdad, nicht auffindbar.				Vorderasiatisches Museum, Berlin, Germany	Q000028		12/4/2001	00.00.00.00		10/20/2018	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000028, ex. 02					W 15895,y		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			46	63	0	76		undetermined	150ppi 20160630	clay	VAT 16821		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000028, ex. 02	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 075, W 15895,y, 					Archaic Grain (witness)				0	no translation	58		
P000077					21198/zz001q0hgw	Englund, Robert K.		CDLI	24x31x15; Metal 1-2.?; Fundstelle wie W 15892,a+.				National Museum of Iraq, Baghdad, Iraq	Q000026		12/4/2001	00.00.00.00		2/9/2020	00.00.00.00	20011204 protocuneiform_catalogue	CDLI Lexical 000026, ex. 001					W 15895,aa		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			24	64	0	77		undetermined	150ppi 20160630	clay	IM 023447,01		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000026, ex. 001	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 068, W 15895,aa					Archaic Metal (witness)				15	no translation	31		
P000078					21198/zz001q0hhd	Englund, Robert K.		CDLI	25x23x15; Tribute 12-14; Fundstelle wie W 15892,a+.				National Museum of Iraq, Baghdad, Iraq	Q000030		12/4/2001			2/9/2020		20011204 protocuneiform_catalogue	CDLI Lexical 000030, ex. 011					W 15895,ab		unter den neubabylonischen Häusern am Suchgraben	Oe XVII,1	Lexical			25	65	0	78		undetermined	150ppi 20160630	clay	IM 023447,02		tablet	Uruk III (ca. 3200-3000 BC)			CDLI Lexical 000030, ex. 011	Uruk (mod. Warka)		2015ff.	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 047, W 15895,ab					Archaic Tribute (witness)				15	no translation	23		
