pcsl	cdli	cdli_fixed_flag	recommendation	encoding_status	unicode_codepoint	unicode_name
TE	TE	False	keep	proposed	12BB9	PROTO-CUNEIFORM SIGN TE
TI	TI	False	keep	proposed	12BBA	PROTO-CUNEIFORM SIGN TI
TI@g	TI@g	False	keep	proposed	12BBB	PROTO-CUNEIFORM SIGN TI GUNU
TI@r	TI@r	False	keep	proposed	12BBC	PROTO-CUNEIFORM SIGN TI REVERSED
TI@t	TI@t	False	keep	proposed	12BBD	PROTO-CUNEIFORM SIGN TI TENU
TI~v1	TI	False	keep	proposed	12BBE	PROTO-CUNEIFORM SIGN TI VARIANT 1
TIDNUM	TIDNUM	False	keep	proposed	12BBF	PROTO-CUNEIFORM SIGN TIDNUM
TILLA₂	TILLA2	False	keep	proposed	12BC0	PROTO-CUNEIFORM SIGN TILLA2
TU~a	TU~a	False	keep	proposed	12BC1	PROTO-CUNEIFORM SIGN TU-A
TU~b	TU~b	False	keep	proposed	12BC2	PROTO-CUNEIFORM SIGN TU-B
TU~c	TU~c	False	keep	proposed	12BC3	PROTO-CUNEIFORM SIGN TU-C
TUG₂~a	TUG2~a	False	keep	proposed	12BC4	PROTO-CUNEIFORM SIGN TUG2-A
|TUG₂~a.(BAD&BAD)|	|TUG2~a.(BAD&BAD)|	False	keep	proposed	12BC5	PROTO-CUNEIFORM SIGN TUG2-A BESIDE BAD OVER BAD
TUG₂~a@g	TUG2~a@g	False	keep	proposed	12BC6	PROTO-CUNEIFORM SIGN TUG2-A GUNU
TUG₂~a@g~v1	TUG2~a@g	False	keep	proposed	12BC7	PROTO-CUNEIFORM SIGN TUG2-A GUNU VARIANT 1
TUG₂~b	TUG2~b	False	keep	proposed	12BC8	PROTO-CUNEIFORM SIGN TUG2-B
TUG₂~c	TUG2~c	False	keep	proposed	12BC9	PROTO-CUNEIFORM SIGN TUG2-C
TUG₂~d	TUG2~d	False	keep	proposed	12BCA	PROTO-CUNEIFORM SIGN TUG2-D
TUM~a	TUM~a	False	keep	proposed	12BCB	PROTO-CUNEIFORM SIGN TUM-A
TUM~a@g	TUM~a@g	False	keep	proposed	12BCC	PROTO-CUNEIFORM SIGN TUM-A GUNU
TUM~b	TUM~b	False	keep	proposed	12BCD	PROTO-CUNEIFORM SIGN TUM-B
TUM~c	TUM~c	False	keep	proposed	12BCE	PROTO-CUNEIFORM SIGN TUM-C
TUM~d	TUM~d	False	keep	proposed	12BCF	PROTO-CUNEIFORM SIGN TUM-D
TUN₃~a	TUN3~a	False	keep	proposed	12BD0	PROTO-CUNEIFORM SIGN TUN3-A
TUN₃~b	TUN3~b	False	keep	proposed	12BD1	PROTO-CUNEIFORM SIGN TUN3-B
TUN₃~c	TUN3~c	False	keep	proposed	12BD2	PROTO-CUNEIFORM SIGN TUN3-C
TUR	TUR	False	keep	proposed	12BD3	PROTO-CUNEIFORM SIGN TUR
TUR@g	TUR@g	False	keep	proposed	12BD4	PROTO-CUNEIFORM SIGN TUR GUNU
TUR~v1	TUR	False	keep	proposed	12BD5	PROTO-CUNEIFORM SIGN TUR VARIANT 1
|TUR~v1×X|	|TURxX|	False	remove	not_proposed		
TUR~v2	TUR	False	keep	proposed	12BD6	PROTO-CUNEIFORM SIGN TUR VARIANT 2
TUR~v3	TUR	False	keep	proposed	12BD7	PROTO-CUNEIFORM SIGN TUR VARIANT 3
TUR₃~a	TUR3~a	False	keep	proposed	12BD8	PROTO-CUNEIFORM SIGN TUR3-A
TUR₃~a@n	TUR3~a@n	False	keep	proposed	12BD9	PROTO-CUNEIFORM SIGN TUR3-A NUTILLU
TUR₃~b	TUR3~b	False	keep	proposed	12BDA	PROTO-CUNEIFORM SIGN TUR3-B
|TUR₃~b×TAK₄~a|	|TUR3~bxTAK4~a|	False	remove	not_proposed		
TUR₃~c	TUR3~c	False	keep	proposed	12BDB	PROTO-CUNEIFORM SIGN TUR3-C
U₂~a	U2~a	False	keep	proposed	12BDC	PROTO-CUNEIFORM SIGN U2-A
U₂~b	U2~b	False	keep	proposed	12BDD	PROTO-CUNEIFORM SIGN U2-B
U₂~b~v1	U2~b	False	keep	proposed	12BDE	PROTO-CUNEIFORM SIGN U2-B VARIANT 1
U₂~b~v2	U2~b	False	keep	proposed	12BDF	PROTO-CUNEIFORM SIGN U2-B VARIANT 2
U₂~c	U2~c	False	keep	proposed	12BE0	PROTO-CUNEIFORM SIGN U2-C
U₄	U4	False	keep	proposed	12BE1	PROTO-CUNEIFORM SIGN U4
|U₄.ŠU₂~b|	|U4.SZU2|	False	rename	proposed	12BE2	PROTO-CUNEIFORM SIGN U4 BESIDE SHU2-B
|U₄.1(N08)|	|U4.1(N08)|	False	keep	proposed	12BE3	PROTO-CUNEIFORM SIGN U4 BESIDE ONE-N8
|U₄.2(N08)|	|U4.2(N08)|	False	keep	proposed	12BE4	PROTO-CUNEIFORM SIGN U4 BESIDE TWO-N8
|U₄.3(N08)|	|U4.3(N08)|	False	keep	proposed	12BE5	PROTO-CUNEIFORM SIGN U4 BESIDE THREE-N8
|U₄.4(N08)~v1|	|U4.4(N08)|	False	rename	proposed	12BE6	PROTO-CUNEIFORM SIGN U4 BESIDE FOUR-N8 VARIANT 1
|U₄.5(N08)|	|U4.5(N08)|	False	keep	proposed	12BE7	PROTO-CUNEIFORM SIGN U4 BESIDE FIVE-N8
|U₄.6(N08)|	|U4.6(N08)|	False	keep	proposed	12BE8	PROTO-CUNEIFORM SIGN U4 BESIDE SIX-N8
|U₄.7(N08)|	|U4.7(N08)|	False	keep	proposed	12BE9	PROTO-CUNEIFORM SIGN U4 BESIDE SEVEN-N8
|U₄.8(N08)|	|U4.8(N08)|	False	keep	proposed	12BEA	PROTO-CUNEIFORM SIGN U4 BESIDE EIGHT-N8
|U₄.1(N14)|	|U4.1(N14)|	False	keep	proposed	12BEB	PROTO-CUNEIFORM SIGN U4 BESIDE ONE-N14
|U₄.(1(N14).3(N08))|	|U4.(1(N14).3(N08))|	False	keep	proposed	12BEC	PROTO-CUNEIFORM SIGN U4 BESIDE ONE-N14 PLUS THREE-N8
|U₄.(1(N14).4(N08))|	|U4.(1(N14).4(N08))|	False	keep	proposed	12BED	PROTO-CUNEIFORM SIGN U4 BESIDE ONE-N14 PLUS FOUR-N8
|U₄.(1(N14).5(N08))|	|U4.(1(N14).5(N08))|	False	keep	proposed	12BEE	PROTO-CUNEIFORM SIGN U4 BESIDE ONE-N14 PLUS FIVE-N8
|U₄.(1(N14).8(N08))|	|U4.(1(N14).8(N08))|	False	keep	proposed	12BEF	PROTO-CUNEIFORM SIGN U4 BESIDE ONE-N14 PLUS EIGHT-N8
|U₄.2(N14)|	|U4.2(N14)|	False	keep	proposed	12BF0	PROTO-CUNEIFORM SIGN U4 BESIDE TWO-N14
|U₄×X|	|U4xX|	False	keep	proposed	12BF1	PROTO-CUNEIFORM SIGN U4 TIMES X
|U₄×(X+2(N01))|	|U4x(X+2(N01))|	False	keep	proposed	12BF2	PROTO-CUNEIFORM SIGN U4 TIMES X JOINING TWO-N1
|U₄×1(N01)|	|U4x1(N01)|	False	keep	proposed	12BF3	PROTO-CUNEIFORM SIGN U4 TIMES ONE-N1
|U₄×1(N01).5(N08)|	|U4x1(N01).5(N08)|	False	keep	proposed	12BF4	PROTO-CUNEIFORM SIGN U4 TIMES ONE-N1 BESIDE FIVE-N8
|U₄×2(N01)|	|U4x2(N01)|	False	keep	proposed	12BF5	PROTO-CUNEIFORM SIGN U4 TIMES TWO-N1
|U₄×2(N01).X|	|U4x2(N01).X|	False	keep	proposed	12BF6	PROTO-CUNEIFORM SIGN U4 TIMES TWO-N1 BESIDE X
|U₄×2(N01).2(N14)|	|U4x2(N01).2(N14)|	False	keep	proposed	12BF7	PROTO-CUNEIFORM SIGN U4 TIMES TWO-N1 BESIDE TWO-N14
|U₄×2(N01).(2(N14).1(N08))|	|U4x2(N01).(2(N14).1(N08))|	False	keep	proposed	12BF8	PROTO-CUNEIFORM SIGN U4 TIMES TWO-N1 BESIDE TWO-N14 PLUS ONE-N8
|U₄×3(N01)|	|U4x3(N01)|	False	keep	proposed	12BF9	PROTO-CUNEIFORM SIGN U4 TIMES THREE-N1
|U₄×3(N01).3(N08)~v1|	|U4x3(N01).3(N08)|	False	rename	proposed	12BFA	PROTO-CUNEIFORM SIGN U4 TIMES THREE-N1 BESIDE THREE-N8 VARIANT 1
|U₄×4(N01)|	|U4x4(N01)|	False	keep	proposed	12BFB	PROTO-CUNEIFORM SIGN U4 TIMES FOUR-N1
|U₄×4(N01).2(N14)|	|U4x4(N01).2(N14)|	False	keep	proposed	12BFC	PROTO-CUNEIFORM SIGN U4 TIMES FOUR-N1 BESIDE TWO-N14
|U₄×5(N01)|	|U4x5(N01)|	False	keep	proposed	12BFD	PROTO-CUNEIFORM SIGN U4 TIMES FIVE-N1
|U₄×5(N01).1(N14)|	|U4x5(N01).1(N14)|	False	keep	proposed	12BFE	PROTO-CUNEIFORM SIGN U4 TIMES FIVE-N1 BESIDE ONE-N14
|U₄×6(N01)|	|U4x6(N01)|	False	keep	proposed	12BFF	PROTO-CUNEIFORM SIGN U4 TIMES SIX-N1
|U₄×8(N01)|	|U4x8(N01)|	False	keep	proposed	12C00	PROTO-CUNEIFORM SIGN U4 TIMES EIGHT-N1
|U₄×8(N01).X|	|U4x8(N01).X|	False	keep	proposed	12C01	PROTO-CUNEIFORM SIGN U4 TIMES EIGHT-N1 BESIDE X
|U₄×N(N01)|	|U4x(X(N01))|	False	rename	proposed	12C02	PROTO-CUNEIFORM SIGN U4 TIMES N-N1
|U₄×1(N01@f)|	|U4x1(N01)F|	True	remove	not_proposed		
|U₄×1(N14)|	|U4x1(N14)|	False	keep	proposed	12C03	PROTO-CUNEIFORM SIGN U4 TIMES ONE-N14
|U₄×(1(N14).2(N01))|	|U4x(1(N14).2(N01))|	False	keep	proposed	12C04	PROTO-CUNEIFORM SIGN U4 TIMES ONE-N14 PLUS TWO-N1
|U₄×(1(N14).4(N01))|	|U4x(1(N14).4(N01))|	False	keep	proposed	12C05	PROTO-CUNEIFORM SIGN U4 TIMES ONE-N14 PLUS FOUR-N1
|U₄×(1(N14).8(N01))|	|U4x(1(N14).8(N01))|	False	keep	proposed	12C06	PROTO-CUNEIFORM SIGN U4 TIMES ONE-N14 PLUS EIGHT-N1
|U₄×2(N14)|	|U4x2(N14)|	False	keep	proposed	12C07	PROTO-CUNEIFORM SIGN U4 TIMES TWO-N14
|U₄×(2(N14).4(N01))|	|U4x(2(N14).4(N01))|	False	keep	proposed	12C08	PROTO-CUNEIFORM SIGN U4 TIMES TWO-N14 PLUS FOUR-N1
|U₄×(3(N14).2(N01))|	|U4x(3(N14).2(N01))|	False	keep	proposed	12C09	PROTO-CUNEIFORM SIGN U4 TIMES THREE-N14 PLUS TWO-N1
|U₄×(3(N14).7(N01))|	|U4x(3(N14).7(N01))|	False	keep	proposed	12C0A	PROTO-CUNEIFORM SIGN U4 TIMES THREE-N14 PLUS SEVEN-N1
|U₄×1(N57)|	|U4x1(N57)|	False	keep	proposed	12C0B	PROTO-CUNEIFORM SIGN U4 TIMES ONE-N57
|U₄×2(N57)|	|U4x2(N57)|	False	keep	proposed	12C0C	PROTO-CUNEIFORM SIGN U4 TIMES TWO-N57
|U₄×3(N57)|	|U4x3(N57)|	False	keep	proposed	12C0D	PROTO-CUNEIFORM SIGN U4 TIMES THREE-N57
|U₄×4(N57)|	|U4x4(N57)|	False	keep	proposed	12C0E	PROTO-CUNEIFORM SIGN U4 TIMES FOUR-N57
|U₄×5(N57)|	|U4x5(N57)|	False	keep	proposed	12C0F	PROTO-CUNEIFORM SIGN U4 TIMES FIVE-N57
|U₄×6(N57)|	|U4x6(N57)|	False	keep	proposed	12C10	PROTO-CUNEIFORM SIGN U4 TIMES SIX-N57
|U₄×7(N57)|	|U4x7(N57)|	False	keep	proposed	12C11	PROTO-CUNEIFORM SIGN U4 TIMES SEVEN-N57
|U₄×8(N57)|	|U4x8(N57)|	False	keep	proposed	12C12	PROTO-CUNEIFORM SIGN U4 TIMES EIGHT-N57
|U₄×10(N57)|	|U4x10(N57)|	False	rename	proposed	12C13	PROTO-CUNEIFORM SIGN U4 TIMES TEN-N57
|U₄×1(N58@t)|	|U4x1(N58)@t|	True	keep	proposed	12C14	PROTO-CUNEIFORM SIGN U4 TIMES ONE-N58 TENU
U₄@t	U4@t	False	keep	proposed	12C15	PROTO-CUNEIFORM SIGN U4 TENU
U₈	U8	False	keep	proposed	12C16	PROTO-CUNEIFORM SIGN U8
|U₈×TAR~b|	|(U8xTAR)~b|	False	rename	proposed	12C17	PROTO-CUNEIFORM SIGN U8 TIMES TAR-B
U₈~v1	U8	False	keep	proposed	12C18	PROTO-CUNEIFORM SIGN U8 VARIANT 1
U₈~v2	U8	False	keep	proposed	12C19	PROTO-CUNEIFORM SIGN U8 VARIANT 2
U₈~v3	U8	False	keep	proposed	12C1A	PROTO-CUNEIFORM SIGN U8 VARIANT 3
UB	UB	False	keep	proposed	12C1B	PROTO-CUNEIFORM SIGN UB
UBI~a	UBI~a	False	keep	proposed	12C1C	PROTO-CUNEIFORM SIGN UBI-A
UBI~c	UBI~c	False	keep	proposed	12C1D	PROTO-CUNEIFORM SIGN UBI-C
UBI~c~v1	UBI~c	False	keep	proposed	12C1E	PROTO-CUNEIFORM SIGN UBI-C VARIANT 1
UD₅~a	UD5~a	False	keep	proposed	12C1F	PROTO-CUNEIFORM SIGN UD5-A
UD₅~a@g	UD5~a@g	False	keep	proposed	12C20	PROTO-CUNEIFORM SIGN UD5-A GUNU
UD₅~a~v1	UD5~a	False	keep	proposed	12C21	PROTO-CUNEIFORM SIGN UD5-A VARIANT 1
UD₅~a~v2	UD5~a	False	keep	proposed	12C22	PROTO-CUNEIFORM SIGN UD5-A VARIANT 2
UD₅~b	UD5~b	False	keep	proposed	12C23	PROTO-CUNEIFORM SIGN UD5-B
UD₅~c	UD5~c	False	keep	proposed	12C24	PROTO-CUNEIFORM SIGN UD5-C
UDU~a	UDU~a	False	keep	proposed	12C25	PROTO-CUNEIFORM SIGN UDU-A
|UDU~a×TAR~a|	|(UDU~axTAR)~a|	False	rename	proposed	12C26	PROTO-CUNEIFORM SIGN UDU-A TIMES TAR-A
|UDU~a×TAR~b|	|(UDU~axTAR)~b|	False	rename	proposed	12C27	PROTO-CUNEIFORM SIGN UDU-A TIMES TAR-B
UDU~b	UDU~b	False	keep	proposed	12C28	PROTO-CUNEIFORM SIGN UDU-B
UDU~c	UDU~c	False	keep	proposed	12C29	PROTO-CUNEIFORM SIGN UDU-C
UDUNITA~a	UDUNITA~a	False	keep	proposed	12C2A	PROTO-CUNEIFORM SIGN UDUNITA-A
UDUNITA~b	UDUNITA~b	False	keep	proposed	12C2B	PROTO-CUNEIFORM SIGN UDUNITA-B
UDUNITA~c	UDUNITA~c	False	keep	proposed	12C2C	PROTO-CUNEIFORM SIGN UDUNITA-C
UH	UH	False	keep	proposed	12C2D	PROTO-CUNEIFORM SIGN UH
UH₃~a	UH3~a	False	keep	proposed	12C2E	PROTO-CUNEIFORM SIGN UH3-A
UH₃~a@t	UH3~a@t	False	keep	proposed	12C2F	PROTO-CUNEIFORM SIGN UH3-A TENU
UH₃~b	UH3~b	False	keep	proposed	12C30	PROTO-CUNEIFORM SIGN UH3-B
UKKIN~a	UKKIN~a	False	keep	proposed	12C31	PROTO-CUNEIFORM SIGN UKKIN-A
UKKIN~a~v1	UKKIN~a	False	keep	proposed	12C32	PROTO-CUNEIFORM SIGN UKKIN-A VARIANT 1
UKKIN~b	UKKIN~b	False	keep	proposed	12C33	PROTO-CUNEIFORM SIGN UKKIN-B
|UKKIN~b×DIN|	|UKKIN~bxDIN|	False	keep	proposed	12C34	PROTO-CUNEIFORM SIGN UKKIN-B TIMES DIN
|UKKIN~b×(DIN.1(N01))|	|UKKIN~bx(DIN.1(N01))|	False	rename	proposed	12C35	PROTO-CUNEIFORM SIGN UKKIN-B TIMES DIN PLUS ONE-N1
|UKKIN~b×DUG~a|	|UKKIN~bxDUG~a|	False	remove	not_proposed		
|UKKIN~b×HI@g~a|	|UKKIN~bxHI@g~a|	False	keep	proposed	12C36	PROTO-CUNEIFORM SIGN UKKIN-B TIMES HI GUNU-A
|UKKIN~b×NI~a|	|UKKIN~bxNI~a|	False	keep	proposed	12C37	PROTO-CUNEIFORM SIGN UKKIN-B TIMES NI-A
|UKKIN~b×X|	|UKKIN~bxX|	False	keep	proposed	12C38	PROTO-CUNEIFORM SIGN UKKIN-B TIMES X
|UKKIN~b×2(N01)|	|UKKIN~bx2(N01)|	False	keep	proposed	12C39	PROTO-CUNEIFORM SIGN UKKIN-B TIMES TWO-N1
|UKKIN~b×3(N01)|	|UKKIN~bx3(N01)|	False	keep	proposed	12C3A	PROTO-CUNEIFORM SIGN UKKIN-B TIMES THREE-N1
|UKKIN~b×5(N01)|	|UKKIN~bx5(N01)|	False	keep	proposed	12C3B	PROTO-CUNEIFORM SIGN UKKIN-B TIMES FIVE-N1
UKKIN~b~v1	UKKIN~b	False	keep	proposed	12C3C	PROTO-CUNEIFORM SIGN UKKIN-B VARIANT 1
UKKIN~c	UKKIN~c	False	keep	proposed	12C3D	PROTO-CUNEIFORM SIGN UKKIN-C
UMBIN~a	UMBIN~a	False	keep	proposed	12C3E	PROTO-CUNEIFORM SIGN UMBIN-A
UMBIN~b1	UMBIN~b1	False	keep	proposed	12C3F	PROTO-CUNEIFORM SIGN UMBIN-B1
UMBIN~b2	UMBIN~b2	False	keep	proposed	12C40	PROTO-CUNEIFORM SIGN UMBIN-B2
UMBIN~c	UMBIN~c	False	keep	proposed	12C41	PROTO-CUNEIFORM SIGN UMBIN-C
UMUN₂	UMUN2	False	keep	proposed	12C42	PROTO-CUNEIFORM SIGN UMUN2
UMUN₂~v1	UMUN2	False	keep	proposed	12C43	PROTO-CUNEIFORM SIGN UMUN2 VARIANT 1
UNUG~a	UNUG~a	False	keep	proposed	12C44	PROTO-CUNEIFORM SIGN UNUG-A
UNUG~a@s	UNUG~a@s	False	keep	proposed	12C45	PROTO-CUNEIFORM SIGN UNUG-A SHESHIG
UNUG~a~v1	UNUG~a	False	keep	proposed	12C46	PROTO-CUNEIFORM SIGN UNUG-A VARIANT 1
|UNUG~a~v1×A@t|	|UNUG~axA@t|	False	rename	proposed	12C47	PROTO-CUNEIFORM SIGN UNUG-A VARIANT 1 TIMES A TENU
UNUG~b	UNUG~b	False	keep	proposed	12C48	PROTO-CUNEIFORM SIGN UNUG-B
UNUG~c	UNUG~c	False	keep	proposed	12C49	PROTO-CUNEIFORM SIGN UNUG-C
UR~a	UR~a	False	keep	proposed	12C4A	PROTO-CUNEIFORM SIGN UR-A
|UR~a×KAR₂~b|	|UR~axKAR2|	False	rename	proposed	12C4B	PROTO-CUNEIFORM SIGN UR-A TIMES KAR2-B
UR~a@g	UR~a@g	False	keep	proposed	12C4C	PROTO-CUNEIFORM SIGN UR-A GUNU
UR~b	UR~b	False	keep	proposed	12C4D	PROTO-CUNEIFORM SIGN UR-B
UR~c	UR~c	False	keep	proposed	12C4E	PROTO-CUNEIFORM SIGN UR-C
UR₂	UR2	False	keep	proposed	12C4F	PROTO-CUNEIFORM SIGN UR2
|UR₂×TAR~c|	|UR2xTAR|	False	rename	proposed	12C50	PROTO-CUNEIFORM SIGN UR2 TIMES TAR-C
|UR₂×1(N57)|	|UR2x1(N57)|	False	keep	proposed	12C51	PROTO-CUNEIFORM SIGN UR2 TIMES ONE-N57
UR₃~a1	UR3~a1	False	keep	proposed	12C52	PROTO-CUNEIFORM SIGN UR3-A1
UR₃~a1~v1	UR3~a1	False	keep	proposed	12C53	PROTO-CUNEIFORM SIGN UR3-A1 VARIANT 1
UR₃~a2	UR3~a2	False	keep	proposed	12C54	PROTO-CUNEIFORM SIGN UR3-A2
UR₃~a3	UR3~a3	False	keep	proposed	12C55	PROTO-CUNEIFORM SIGN UR3-A3
UR₃~b1	UR3~b1	False	keep	proposed	12C56	PROTO-CUNEIFORM SIGN UR3-B1
|UR₃~b1×MAŠ|	|UR3~b1xMASZ|	False	keep	proposed	12C57	PROTO-CUNEIFORM SIGN UR3-B1 TIMES MASH
UR₃~b2	UR3~b2	False	keep	proposed	12C58	PROTO-CUNEIFORM SIGN UR3-B2
UR₄~a	UR4~a	False	keep	proposed	12C59	PROTO-CUNEIFORM SIGN UR4-A
UR₄~b	UR4~b	False	keep	proposed	12C5A	PROTO-CUNEIFORM SIGN UR4-B
UR₄~c	UR4~c	False	keep	proposed	12C5B	PROTO-CUNEIFORM SIGN UR4-C
UR₅~a	UR5~a	False	keep	proposed	12C5C	PROTO-CUNEIFORM SIGN UR5-A
UR₅~b	UR5~b	False	keep	proposed	12C5D	PROTO-CUNEIFORM SIGN UR5-B
URI	URI	False	keep	proposed	12C5E	PROTO-CUNEIFORM SIGN URI
URI₂	URI2	False	remove	not_proposed		
URI₃~a	URI3~a	False	keep	proposed	12C5F	PROTO-CUNEIFORM SIGN URI3-A
|URI₃~a+IB~a|	|URI3~a+IB~a|	False	remove	not_proposed		
URI₃~a~v1	URI3~a	False	keep	proposed	12C60	PROTO-CUNEIFORM SIGN URI3-A VARIANT 1
URI₃~b	URI3~b	False	keep	proposed	12C61	PROTO-CUNEIFORM SIGN URI3-B
URI₅	URI5	False	keep	proposed	12C62	PROTO-CUNEIFORM SIGN URI5
URU~a1	URU~a1	False	keep	proposed	12C63	PROTO-CUNEIFORM SIGN URU-A1
|URU~a1×A|	|URU~a1xA|	False	remove	not_proposed		
|URU~a1×AMAR~v2|	|URU~a1xAMAR|	False	rename	proposed	12C64	PROTO-CUNEIFORM SIGN URU-A1 TIMES AMAR VARIANT 2
|URU~a1×GU₄|	|URU~a1xGU4|	False	keep	proposed	12C65	PROTO-CUNEIFORM SIGN URU-A1 TIMES GU4
|URU~a1×HI@g~a|	|URU~a1xHI@g~a|	False	keep	proposed	12C66	PROTO-CUNEIFORM SIGN URU-A1 TIMES HI GUNU-A
|URU~a1×NIMGIR|	|URU~a1xNIMGIR|	False	keep	proposed	12C67	PROTO-CUNEIFORM SIGN URU-A1 TIMES NIMGIR
|URU~a1×U₄|	|URU~a1xU4|	False	keep	proposed	12C68	PROTO-CUNEIFORM SIGN URU-A1 TIMES U4
|URU~a1×X|	|URU~a1xX|	False	keep	proposed	12C69	PROTO-CUNEIFORM SIGN URU-A1 TIMES X
|URU~a1×1(N57)|	|URU~a1x1(N57)|	False	keep	proposed	12C6A	PROTO-CUNEIFORM SIGN URU-A1 TIMES ONE-N57
|URU~a1×2(N57)|	|URU~a1x2(N57)|	False	keep	proposed	12C6B	PROTO-CUNEIFORM SIGN URU-A1 TIMES TWO-N57
URU~a1@n	URU~a1@n	False	keep	proposed	12C6C	PROTO-CUNEIFORM SIGN URU-A1 NUTILLU
URU~a2	URU~a2	False	keep	proposed	12C6D	PROTO-CUNEIFORM SIGN URU-A2
|URU~a2×1(N58)|	|URU~a2x1(N58)|	False	keep	proposed	12C6E	PROTO-CUNEIFORM SIGN URU-A2 TIMES ONE-N58
|URU~a3×KALAM~a|	|URU~a3xKALAM~a|	False	keep	proposed	12C6F	PROTO-CUNEIFORM SIGN URU-A3 TIMES KALAM-A
URU~b1	URU~b1	False	keep	proposed	12C70	PROTO-CUNEIFORM SIGN URU-B1
URU~b2	URU~b2	False	keep	proposed	12C71	PROTO-CUNEIFORM SIGN URU-B2
URU~c	URU~c	False	keep	proposed	12C72	PROTO-CUNEIFORM SIGN URU-C
URUDU~a	URUDU~a	False	keep	proposed	12C73	PROTO-CUNEIFORM SIGN URUDU-A
URUDU~a~v1	URUDU~a	False	keep	proposed	12C74	PROTO-CUNEIFORM SIGN URUDU-A VARIANT 1
URUDU~a~v2	URUDU~a	False	keep	proposed	12C75	PROTO-CUNEIFORM SIGN URUDU-A VARIANT 2
URUDU~c	URUDU~c	False	keep	proposed	12C76	PROTO-CUNEIFORM SIGN URUDU-C
URUDU~d	URUDU~d	False	keep	proposed	12C77	PROTO-CUNEIFORM SIGN URUDU-D
URUDU@g~a	URUDU@g~a	False	keep	proposed	12C78	PROTO-CUNEIFORM SIGN URUDU GUNU-A
URUDU@g~b	URUDU@g~b	False	keep	proposed	12C79	PROTO-CUNEIFORM SIGN URUDU GUNU-B
URUDU@g~c	URUDU@g~c	False	keep	proposed	12C7A	PROTO-CUNEIFORM SIGN URUDU GUNU-C
URUDU@g~d	URUDU@g~d	False	keep	proposed	12C7B	PROTO-CUNEIFORM SIGN URUDU GUNU-D
UŠ~a	USZ~a	False	keep	proposed	12C7C	PROTO-CUNEIFORM SIGN USH-A
|UŠ~a&UŠ~a|	|USZ~a&USZ~a|	False	keep	proposed	12C7D	PROTO-CUNEIFORM SIGN USH-A OVER USH-A
UŠ~b	USZ~b	False	keep	proposed	12C7E	PROTO-CUNEIFORM SIGN USH-B
|UŠ~b×TAR~c|	|USZ~bxTAR~c|	False	rename	proposed	12C7F	PROTO-CUNEIFORM SIGN USH-B TIMES TAR-C
|UŠ~b×TAR~d|	|USZ~bxTAR~d|	False	remove	not_proposed		
|UŠ~b&UŠ~b|	|USZ~b&USZ~b|	False	keep	proposed	12C80	PROTO-CUNEIFORM SIGN USH-B OVER USH-B
UŠ~b~v1	USZ~b	False	keep	proposed	12C81	PROTO-CUNEIFORM SIGN USH-B VARIANT 1
|UŠ~b~v2×TAR~c|	|USZ~bxTAR~c|	False	rename	proposed	12C82	PROTO-CUNEIFORM SIGN USH-B VARIANT 2 TIMES TAR-C
UŠUMGAL	USZUMGAL	False	keep	proposed	12C83	PROTO-CUNEIFORM SIGN USHUMGAL
UŠUR₃~a	USZUR3~a	False	remove	not_proposed		
UŠUR₃~b1	USZUR3~b1	False	keep	proposed	12C84	PROTO-CUNEIFORM SIGN USHUR3-B1
UŠUR₃~b2	USZUR3~b2	False	keep	proposed	12C85	PROTO-CUNEIFORM SIGN USHUR3-B2
UTUA~a	UTUA~a	False	keep	proposed	12C86	PROTO-CUNEIFORM SIGN UTUA-A
UTUA~a@t	UTUA~a@t	False	keep	proposed	12C87	PROTO-CUNEIFORM SIGN UTUA-A TENU
UTUA~b	UTUA~b	False	keep	proposed	12C88	PROTO-CUNEIFORM SIGN UTUA-B
UTUA~b~v1	UTUA~b	False	keep	proposed	12C89	PROTO-CUNEIFORM SIGN UTUA-B VARIANT 1
UTUL~a	UTUL~a	False	keep	proposed	12C8A	PROTO-CUNEIFORM SIGN UTUL-A
UTUL~b	UTUL~b	False	keep	proposed	12C8B	PROTO-CUNEIFORM SIGN UTUL-B
UTUL~c	UTUL~c	False	keep	proposed	12C8C	PROTO-CUNEIFORM SIGN UTUL-C
UTUL~d	UTUL~d	False	keep	proposed	12C8D	PROTO-CUNEIFORM SIGN UTUL-D
UZ~a			add	proposed	12C8E	PROTO-CUNEIFORM SIGN UZ-A
UZU	UZU	False	keep	proposed	12C8F	PROTO-CUNEIFORM SIGN UZU
ZA~v	ZA~x	False	rename	proposed	12C90	PROTO-CUNEIFORM SIGN ZA-V
ZABALAM~a	ZABALAM~a	False	keep	proposed	12C91	PROTO-CUNEIFORM SIGN ZABALAM-A
ZABALAM~b	ZABALAM~b	False	keep	proposed	12C92	PROTO-CUNEIFORM SIGN ZABALAM-B
ZADIM	ZADIM	False	remove	not_proposed		
ZAG~a	ZAG~a	False	keep	proposed	12C93	PROTO-CUNEIFORM SIGN ZAG-A
ZAG~a~v1	ZAG~a	False	keep	proposed	12C94	PROTO-CUNEIFORM SIGN ZAG-A VARIANT 1
ZAG~b	ZAG~b	False	keep	proposed	12C95	PROTO-CUNEIFORM SIGN ZAG-B
ZAG~c	ZAG~c	False	keep	proposed	12C96	PROTO-CUNEIFORM SIGN ZAG-C
